Institution,out turn
Vignesh College of Education (Id: C-14747),26
"VIGNESH NURSING COLLEGE (Inst. Code - 297), TIRUVANNAMALAI (Id: C-45916)",63
VIGOUR INSTITUTE OF YOGIC SCIENCE AND STUDIES  (Id: C-59769),32
VIGYAAN COLLEGE OF APPLIED SCIENCES (Id: C-52029),83
VIGYA COLLEGE OF EDUCATION (Id: C-28256),0
VIHARILAL COLLEGE OF EDUCATION (Id: C-49866),0
Vi Institute of Technology (Id: C-16568),39
Vijanan Bharathi Mahila Degree College (Id: C-24272),12
VIJAYA BEHARA COLLEGE OF EDUCATION  (Id: C-57051),34
Vijaya Bharathi College of Education (Id: C-25466),90
"Vijaya College,  11th Main, 4th block, Jayanagar, Bangalore-11.(Previous name: B.H.S First Grade College) (Id: C-20793)",480
"Vijaya College, Mulki (Id: C-16995)",167
VIJAYA COLLEGE OF EDUCATION (Id: C-63576),170
Vijaya College Of Education Pandavapura Mandya (Id: C-17378),45
"Vijaya College of Fine Arts, Gadag (Id: C-35597)",22
"VIJAYA COLLEGE OF NURSING, NEELESWARAM (Id: C-48111)",55
"Vijaya College of Nursing, Nellore (Id: C-30410)",40
Vijaya College of Pharmacy (Id: C-36348),32
"Vijaya College of Physical Education, Nunna (Id: C-55195)",15
"Vijaya College, RV Road, Bangalore-4 (Id: C-21022)",1942
"Vijaya Degree College, S.N Puram (V), Varni (5057) (Id: C-53338)",0
VIJAYA EDUCATIONAL ACADEMY (Inst. Code - 441) (Id: C-48996),39
Vijaya Engineering College (Id: C-19820),12
"Vijaya Evening College, RV Road, Bangalore-4 (Id: C-20678)",72
"Vijaya First grade College, Pandavapura (Id: C-17424)",87
"Vijaya First Grade College, Shidlagatta deviation Road, Vijayapura-562 135, Devanahalli Taluk, Bangalore Rural Dist., (Id: C-20969)",32
"Vijaya Health Care Academic Society College of Nursing, Kushaiguda (Id: C-30383)",33
VIJAYA INSTITUTE OF MANAGEMENT (Id: C-52520),8
"Vijaya Institute of Pharmaceutical Sciences for Women, Enkepadu, Vijayawada-521108(CC-7N) (Id: C-18092)",112
"Vijaya Institute of Technology for Women,Enikepadu, Vijayawada, PIN-521108  (CC-NP) (Id: C-18089)",209
Vijaya jyothi degree college (Id: C-62529),0
"Vijaya Jyothi Degree College, Mangalagiri (Id: C-42246)",90
"Vijaya Kalamandira, Gadag (Id: C-26708)",5
"Vijaya Krishna College of Nursing, Visakhapatnam (Id: C-30609)",37
VIJAYALAKSHMI VISHWANATH DALVIE COLLEGE (MODEL COLLEGE) (Id: C-56069),0
"Vijayamahantesh Lalitakala Mahavidyalaya, Hubli (Id: C-26713)",3
"Vijayam Science & Arts Degree College, Chittoor (Id: C-27640)",1008
"Vijayanagara College, Hospet. (Id: C-8552)",838
"Vijayanagara Law College, Anantapur (Id: C-30980)",258
Vijayanagar College of Commerce (Id: C-25690),39
Vijayanagar College of Nursing (Id: C-40200),88
Vijayanagar Institute of Medical Sciences (Id: C-40587),605
"Vijayanjali Institute of Technology (VIT), Balasore (Id: C-30077)",170
VIJAYA PG COLLEGE (MBA) (Id: C-60627),75
VIJAYARAJE INSTITUTE  OF SCIENCE & MANAGEMENT (Id: C-34983),209
"Vijaya Raje Mahila T.T. College, Aklera, Jhalawar (Id: C-19368)",94
Vijayaraje Womens TT College (Id: C-26603),38
Vijaya Rural Engineering College (Id: C-19635),138
Vijaya Sai Degree College (Id: C-25543),8
"VIJAYA SAI DEGREE COLLEGE(085),PATTIKONDA. (Id: C-57081)",147
VIJAYA SCHOOL OF BUSINESS MANAGEMENT (Id: C-59384),38
"Vijaya Teachers College, 11th Main IV Block, Jayanagar, Bangalore-11(PA  UP 2012-13 FOR B.ED) (Id: C-20754)",100
Vijayateja Degree College (Id: C-41022),0
"Vijaya Vittal Institute  of Technology,  BANGALORE (Id: C-1257)",129
Vijay Central Academy Girls College (Id: C-51871),25
Vijay College of Education (Id: C-14665),51
"VIJAY COLLEGE OF EDUCATION Z-BLOCK, MAHENDRA ENCLAVE, RAZAPUR, GHAZIABAD,  0120-4562870, 3252794, Mob. No.09891977200 (Id: C-28871)",155
"Vijay College of Nursing, Srikakulam (Id: C-30679)",43
Vijay College of Pharmacy (Id: C-35912),34
VIJAYDEEP COLLEGE OF EDUCATION (Id: C-59332),0
"Vijay Degree & PG College, Armoor (5040) (Id: C-35062)",92
"Vijayendra Kabra College of Social Work, Aurangabad. (Id: C-34660)",251
Vijaygarh Jyotish Roy College (Id: C-11846),249
"Vijay Institute of Higher Education, VPO Bhangrotu, Tehsil Sadar, Distt. Mandi (Id: C-11297)",32
Vijay Institute of Management (Id: C-26776),24
VIJAY KUMAR ARUNDHATA DEVI MAHAVIDHAYALAY SOHAWAL PIPARPATI PARTAWAL MAHARAJGANJ (Id: C-59110),0
VIJAY MAHILA MAHAVIDYALAYA  (Id: C-54497),34
"Vijay Marie College of Nursing, Hyderabad (Id: C-30367)",36
"Vijay Memorial College of Education, Ner-Chowk, Distt Mandi (Id: C-11281)",0
VIJAYNAGAR ARTS COLLEGE (Id: C-6825),330
VIJAYRAO NAIK COLLEGE OF PHARMACY (Id: C-61654),0
"Vijayshree Education Institute, Jabalpur (Id: C-33363)",126
VIJAY SINGH LAL SINGH SHIKSHAN SANSTHAN (Id: C-63773),9
"Vijay Singh Pathik Government Mahavidyalaya, Kairana (Prabudh Nagar) Mob. No.9415192827 (Id: C-28955)",696
"VIJAY SINGH PATHIK INSTITUTE OF LAW BHEEL AKBARPUR, DADRI, GAUTAMBUDH NAGAR (Id: C-28598)",0
"Vijay Singh Pathik Mahavidhyalaya, Srimahaveerji, Distt. Karauli (Id: C-19445)",688
"Vijay Vallabh College of Education, Nadaun at Bela, Distt Hamirpur (Id: C-11422)",50
"VIJAY VIDROHI KRANTIKARI SHIKSHAN SANSTHAN, NADEMAU, (Id: C-12696)",72
VIJENDRAPAL SINGH NETRAPAL SINGH MAHAVIDHYALAYA  (Id: C-56235),15
"Vijeta Degree College, Wanaparthy (Id: C-21988)",24
VIJETHA COLLEGE OF EDUCATION (Id: C-56627),98
Vijetha Degree College (Id: C-26104),255
VIJETHA DEGREE COLLEGE FOR WOMEN (Id: C-56534),65
"Vijetha Degree College, Jaladanki (Id: C-24789)",81
"VIJETHA DEGREE COLLEGE, MIRYALAGUDA (Id: C-33247)",36
"VIJETHA DEGREE COLLEGE, SURYAPET (Id: C-33147)",22
"Vijetha Degree & PG College, Armoor (5041) (Id: C-35051)",216
"Vijnana Bharathi Degree College, Kamareddy (5012) (Id: C-35056)",15
VIJNANA NILAYAM DEGREE COLLEGE (Id: C-23979),28
"Vijnaneshwar Government Law College, Martur Village, Chittapur Taluk, Gulbarga District, Karnataka-585229 (Id: C-57612)",2
"VIJNAN INSTITUTE OF SCIENCE & TECHNOLOGY, NELLURUPPARA, ELANJI, PIRAVAM (Id: C-48177)",94
VIKASA FIRST GRADE COLLEGE BAGEPALLI (Id: C-58762),0
"VIKAS CHRISTIAN COLLEGE OF EDUCATION, SURYAPET (Id: C-33165)",92
Vikas College of Education (Id: C-25959),77
VIKAS COLLEGE OF EDUCATION (Id: C-25316),57
"Vikas College of Education, Pabbapuram (Id: C-54924)",45
"Vikas College of Engineering and Technology, Nunna, Vijayawada (Rural), PIN-521212(CC-NQ) (Id: C-17911)",295
"VIKAS COLLEGE OF PHARMACEUTICAL SCIENCES, RAYANIGUDEM (Id: C-44963)",64
"Vikas College of Pharmacy, Putrela Road, Visanna pet, PIN-521215(CC-8Y) (Id: C-17983)",105
"VIKAS COLLEGE OF PHARMACY, Shameerpet (Id: C-44971)",23
"Vikas College of Physical Education, Nunna (Id: C-55250)",50
Vikas College of Physiotherapy (Id: C-40128),0
"VIKAS DEEGREE COLLEGE,  MANKAMMATHOTA, KARIMNAGAR (Id: C-21594)",0
Vikas Degree College (Id: C-30293),14
Vikas Degree College (Id: C-57277),72
VIKAS DEGREE COLLEGE (Id: C-24131),80
"Vikas Degree College, # 1-119/1, Ponkal, Jannaram (M) (Id: C-27382)",193
"Vikas Degree College, 1-3-85, Mahabubabad (Id: C-27237)",110
"VIKAS DEGREE COLLEGE, 70-2-51, SIDHULAWADA, SIRCILLA (Id: C-21511)",248
"Vikas Degree College, (Co-Education), Atmakur (Id: C-22011)",26
"Vikas Degree College, H.No. 1-2-235, Opp. Govt. Hospital, Jangaon  506 167 (Id: C-27292)",47
"VIKAS DEGREE COLLEGE,KHAMBAMPADU (Id: C-35907)",31
"Vikas Degree College, Kuppam, Chittoor (Id: C-27746)",293
"Vikas Degree College, Macherla (Id: C-44106)",133
"VIKAS DEGREE COLLEGE, MANDAVALLI (Id: C-25416)",57
"VIKAS DEGREE COLLEGE, REDDYGUDEM (Id: C-35908)",32
"Vikas Degree College, Station Road, Khammam (Id: C-27503)",265
"VIKAS DEGREE COLLEGE,VCHATRAI (Id: C-25291)",58
"VIKAS DEGREE COLLEGE, VISSANNAPETA (Id: C-35904)",245
vikas First Grade College   Mangaluru (Id: C-62514),0
"Vikas Group of Institutions, Nunna, Vijayawada (Rural) (Id: C-18079)",381
VIKASH DEGREE COLLEGE (Id: C-50832),151
Vikash Institute of Technology (Id: C-30173),70
VIKASH SCHOOL OF BUSINESS MANAGEMENT (Id: C-48181),59
Vikas Institute of Business Management (Id: C-26846),20
"Vikas Institute of Medical Sciences College of Medical Lab Technology, Guntur (Id: C-30471)",14
"Vikas Institute of Medical Sciences College of Physiotherapy, Guntur (Id: C-30676)",14
VIKAS INSTITUTE OF PHARMACEUTICAL SCIENCES (Id: C-54054),56
"VIKAS PARISHAD MANDRE COLLEGE OF COMMERCE AND ECONOMICS, MANDHLAMANJ, MANDREM  (Id: C-46326)",18
"Vikas Pratisthan's Late Tukaram Dhondiba Pathare Arts, Commerce & Science College, Chandannagar, Pune - 14 (Id: C-41570)",137
Vikas Shiksha College Tagor Nagar (Id: C-21864),87
VIKAS TEACHERS TRAINING COLLEGE (Id: C-54913),52
Vikayal Vikrama Rai Mahila Mahavidyalaya Harya Azamghar (Id: C-51064),410
VIKRAMADITYA ACADEMY (Id: C-60339),21
Vikramaditya College of Education (Id: C-59276),89
VIKRAMADITYA COLLEGE OF EDUCATION (Id: C-28448),211
"Vikramaditya College Zone-II, M.P. Nagar, Bhopal (Id: C-35312)",593
VIKRAMADITYA INSTITUTE OF COMPUTER SCIENCE AND TECHONOLOGY (Id: C-54714),47
"Vikrama Simhapuri University P.G.Center, Kavali (Id: C-24805)",102
"Vikram BBM College, Chelur Road, Near Railway Track, Chintamai-563 125, Kolar Dist. (Id: C-20769)",147
"Vikram College of Education, Near Railway Track, Chelur Road, Chintamani-563 125, Chikkaballapur Dist (Id: C-21077)",56
Vikram College of Nursing (Id: C-40159),151
"Vikram Deb (Autonomous) College, Jeypore (Id: C-39338)",804
"Vikram    Degree College      Srikalahasti,   Urban (Id: C-27755)",152
Vikram Institute of Management and science (Id: C-58056),0
"VIKRAM SIKSHA NIKETAN MAHVIDYALAYA , MAINPURI (Id: C-54994)",17
"Vikram Singh Kanya Mahavidyalaya, Nai Satti Mugalsarai, Chandauli (Id: C-13670)",312
"Vikrant Institute of Integrated & Advanced Studies, Gram Borkhedi, Indore (Id: C-29670)",30
VIKRANT INSTITUTE OF  INTEGRATED LEARNING &ADVANCED STUDIES (Id: C-34877),34
Vikrant Institute of Management (Id: C-53385),91
"Vikrant Institute of Technology and Management, Borkhedi, Behind Veterinary College, AB Road, Indore- 453446 (Id: C-36315)",137
"Vikrant Institute of Technology and Management, Village-Ratwai, Chitora Road, Gwalior - 474006 (Id: C-36146)",97
"Vikrant Institute of Technology & Management Gram Borkheri,  Mhow, Indore (Id: C-29750)",38
"Vikrmaditya Arts Commerce College, Jabalpur (Id: C-33385)",151
"Vilasrao Deshmukh College of Engineering and Technology, Mauda (Id: C-18200)",53
"Vilasrao Deshmukh Foundations College of Engineering & Pharmacy, Latur (Id: C-7289)",138
Villa Marie Degree College for Women (Id: C-26065),574
"VILLUPURAM GOVERNMENT MEDICAL COLLEGE AND HOSPITAL (Inst. Code - 399), VILLUPURAM (Id: C-45731)",101
"VIMALA COLLEGE, THRISSUR (Id: C-8008)",810
VIMALA SHANKAR VIDHI MAHAVIDYALYA AKAVASPATTI BHITARI GHAZIPUR  (Id: C-63018),0
"Vimala Yadav Mahavidyalaya , Akavaspatti, Bhitari, Ghazipur (Id: C-15875)",537
"Vimal Jyothi Engineering College, Jyothi Nagar, Chemperi, Kannur (Id: C-43798)",347
"Vimal Jyothi Institute of Management and Research, Chemperi, Kannur (Id: C-43795)",36
"VIMAL MAHILA MAHAVIDYALAYA, GORAKHPUR (Id: C-51478)",174
Vimal Muni College of Education (Id: C-22864),0
"VIMALNATH SHIKSHA PRASHIKSHAN MAHILA MAHAVIDYALAYA, SIDHOULI, (Id: C-12160)",205
"VIMALTAI MAHILA MAHAVIDYALAYA SAOLI, CHANDRAPUR (Id: C-46501)",4
Vimal Tormal Poddar BCA College (Id: C-694),90
Vimal Tormal Poddar Commerce College (Id: C-52353),37
"Vimla Devi Mahila Mahavidyalaya, Katghar Khas karaudikala kadipur sultanpur (Id: C-62426)",0
VIMLA DEVI RAVINDRA PATEL MAHAVIDYALAYA (Id: C-60706),0
"Vimla Mahavidyalaya Khor,Tulasi Ashram,Chandauli (Id: C-51100)",103
"Vimla Ramashankar Mahavidyalaya, Yusuphpur, Shahpur, Ghazipur (Id: C-15855)",90
"VIMLA VIKRAM MAHAVIDYALAYA, PACHPERWA, BALRAMPUR (Id: C-42381)",1618
"V.I.M.R, AMOUDHA,SATNA (Id: C-31795)",170
"VIMS College of Medical Lab Technology, Vijaywada (Id: C-30615)",85
VIMS College of Nursing (Id: C-40079),16
"VIMS College of Physiotheraphy, Vijayawada (Id: C-30376)",49
"V I M S , SATNA (Id: C-47495)",239
VINANDA DEGREE COLLEGE (Id: C-63510),0
VINAYAGA EDUCATION COLLEGE (Id: C-56209),101
VINAYAGA NURSING COLLEGE (Inst. Code - 529) (Id: C-48984),0
Vinayaka College of I.T. and Business Management (Id: C-26049),101
Vinayaka College of IT and Management (Id: C-55716),19
Vinayaka College of Law and Justice (Id: C-55713),14
Vinayaka College of Nursing (Id: C-55715),0
VINAYAKA COLLEGE OF NURSING (Id: C-55145),32
Vinayaka College of Pharmacy  (Id: C-63130),0
"Vinayaka College Of Pharmacy, Kullu (Id: C-11300)",27
VINAYAKA COLLEGE OF PHYSICAL EDUCATION (Id: C-48795),89
Vinayaka College of Physiotherapy (Id: C-55714),0
Vinayaka College of Pure and Applied Science (Id: C-55712),12
"Vinayaka Degree College, Neradigonda, Adilabad (Id: C-53133)",28
"VINAYAKA INSTITUTE OF PHYSIOTHERAPY, BAKROL (Id: C-53277)",42
VINAYAKA LAW COLLEGE (Id: C-60626),111
Vinayaka Mission's Annapoorana College of Nursing (Id: C-10218),87
Vinayaka Mission's College of Nursing (Id: C-10226),78
Vinayaka Mission's College of Nursing (Id: C-10227),62
Vinayaka Mission's College of Pharmacy (Id: C-10216),213
Vinayaka Mission's College of Physiotherapy (Id: C-10220),75
Vinayaka Mission's Homeopathic Medical College (Id: C-10225),92
Vinayaka Mission's Kirupananda Variyar Arts and Science College (Id: C-10222),11
Vinayaka Mission's Kirupananda Variyar Engineering College (Id: C-10214),0
Vinayaka Mission's Kirupananda Variyar Medical College and Hospital (Id: C-10219),149
Vinayaka Mission's Medical College and Hospital (Id: C-10215),0
Vinayaka Mission's Sankarachariyar Dental College (Id: C-10221),105
"Vinayak B.Ed. College, Jaipur, Jaipur (Id: C-38469)",95
"Vinayak B.Ed. College, Sikar (Id: C-39160)",95
Vinayak College (Id: C-60583),0
Vinayak College  (Id: C-51479),51
"VINAYAK COLLEGE, BAGRU (Id: C-47431)",75
"Vinayak College, Dausa (Id: C-38373)",744
"VINAYAK COLLEGE , KALAN (Id: C-34872)",141
"VINAYAK COLLEGE, KOTWALI, BIJNOR (Id: C-49762)",231
"VINAYAK COLLEGE OF NURSING, JAIPUR (Id: C-47140)",25
"Vinayak College, Sikar (Id: C-38312)",41
Vinayak Degree College (Id: C-53574),188
VINAYAK GIRLS COLLEGE (Id: C-51898),242
"Vinayak Girls College, Jaipur (Id: C-39082)",312
"VINAYAK GIRLS COLLEGE OF MANAGEMENT, KHAJURAHAT, FAIZABAD (Id: C-42406)",50
Vinayak Institute of Management (Id: C-10777),23
VINAYAK INSTITUTE OF NURSING (Id: C-51349),133
VINAYAK INTERNATIONAL COLLEGE CHOMU (Id: C-51405),191
"VINAYAK LAW COLLEGE, CHOMU (Id: C-53170)",31
"VINAYAK MAHAVIDHALAYA, GADARWARA (Id: C-47368)",84
"Vinayak Mahavi., Sikar (Id: C-39046)",102
"Vinayak PG College, Jaipur (Id: C-38869)",646
Vinayak Public School Fariha Nijamabad Azamgarh (Id: C-63442),0
"Vinayakrao Patil Arts, Commerce & Science Mahavidyalaya, Vaijapur. (Id: C-34335)",260
"Vinayakrao Patil Shikshan Prasarak Mandal's College of Arts, Commerce & Science (Id: C-34676)",116
"Vinayak Vidnyan Mahavidyalaya , Nabdgaon Kh. (Id: C-42870)",88
"Vinayak Vidya Mandir, Sidhhi Vinayak Colony, Saturna Road, Amravati. (Id: C-42872)",75
"VINAYAK VIDYAPEETH,  NH-58, PAWLIKHAS, MODIPURAM, MEERUT Ph. 9897796608, 9760077770 (Id: C-28916)",175
"VINAYAK VIDYAPEETH, PAWLIKHAS, MODIPURAM, MEERUT (Id: C-46214)",13
VINAY KUMAR AWASTHI SMARK MAHILA MAHAVIDYALAYA (Id: C-53760),11
"Vincent Apostollic Degree College, Jaywant nagar (Id: C-18435)",3
"VINDHYACHAL COLLEGE JIGNA, SATNA (Id: C-31843)",112
VINDHYACHAL COLLEGE REWA (Id: C-31766),95
"Vindhyachal Ji (Girls) College, Alavalpur (Id: C-52218)",0
"VINDHYA COLLEGE OF EDUCATION, AMARPATAN ROAD, SATNA (Id: C-50391)",96
"VINDHYA COLLEGE OF EDUCATION, KALYAN PUR, SHAHDOL  (Id: C-60659)",90
Vindhya Gurukul College for Women (Id: C-59097),114
VINDHYA INSTITUTE OF COMPUTER SCIENCE REWA (Id: C-31147),91
"Vindhya Institute of Management & Research, Umarikheda, Khandwa Road, Indore (Id: C-29812)",57
"Vindhya Institute of Technology & Science, Karhi Road, Amoudha, Satna-485441 (Id: C-36093)",326
"Vindhya Institute of Technology & Science, Umrikheda, Khandwa Road, Indore (Id: C-36212)",138
"Vindhya Institute of Technology, Umarikheda Khandwa Road, Indore (Id: C-29740)",17
"Vindhya Kanya Mahavidyalaya, Urmaura, Rabertsganj, Sonebhadra (Id: C-13600)",544
"Vindhya Mahila Mahavidyalaya, Mirzapur (Id: C-51154)",582
VINDHYA SHIKSHA SAMITI COLLEGE (Id: C-57083),46
"Vindhyavasini Arts and Science College, Sanaud, Bohra (Id: C-58838)",53
"VINDHYAVASINI PRASAD VIDYAKANT PANDIT DEG. COLL. KORAON, (Id: C-12053)",0
"Vindyavasini Mahila Mahavidyalaya, Mirzapur (Id: C-13518)",410
"Vinex Degree College, Dwarakanagar, vskp (Id: C-24468)",29
"VINITA DEVI MAHILA MAHAVIDYALAYA, VAISHAPUR (Id: C-51755)",90
VINIT KISSAN COLLEGE (Id: C-51863),30
"Vinodini PG Mahavidyalya, Jhunjhunun (Id: C-38756)",370
"VINOD KUMAR MAHILA MAHAVIDALYA, MAHMOODPUR SEMARI (Id: C-52621)",62
Vinootana Shikshana Seva samsthe's surabhi women's Education college B.Ed Munirabad  583234 (Id: C-8653),100
Vins Christian College of Engineering (Id: C-27032),230
Vins Christian Women's College of Engineering (Id: C-27036),150
Vinukonda B.Ed. College (Id: C-32638),36
"Vinuthna College of Management, Hasanparthy, Warangal (Id: C-27341)",37
"Vinuthna Institute of Technology & Science, Hasanparthy (V&M), Warangal (Id: C-27502)",72
VIP COLLEGE OF MANAGEMENT (Id: C-47988),45
"VIP COLLEGE OF NURSING, BHOPAL (Id: C-53612)",34
"VIPIN BIHARI SHARAN SINGH MAHAVIDYALAYA, TARABGANJ (Id: C-52855)",156
Vipra Art. & Commerce College (Id: C-21861),357
"Virangana Avanti Bai Govt. Mahavidyalaya, Chhuikhadan, Rajnandgaon (Id: C-21827)",195
"VIRANGANA AVANTI BAI LODHI DEG. COLL., KANATTHUKHERA, (Id: C-12394)",90
"VIRANGANA MAHARANI AVANTI BAI GOVT.DEGREE COLLEGE,ATRAULI ALIGARH (Id: C-15571)",161
"Virar Homoeopathic Medical College, Vir Savarkar Marg, Virar (E), Tal. Vasai, Dist. Thane (Id: C-13925)",79
"VIRATRA COLLEGE,CHOHTAN (Id: C-59605)",0
"Vir Bahadur Singh Memorial Mahila Mahavidyalaya, Industrial Area, Lachhipur,  Gorakhpur (Id: C-14264)",103
"Vir Bahadur Singh Memorial Mahila Mahavidyalaya, Paniyara, Maharajganj (Id: C-14332)",31
"Virchand Patel Smarak College, Desri, Vaishali (Id: C-19003)",589
Virendra College of Education (Id: C-62898),0
"Virendra Mahavidyalaya, Sarojnagar, Devchandpur, Ghazipur (Id: C-60895)",0
"Virendra Mithileshwar Mahavidyalaya, Mahadeya Lotan, Siddharthnagar (Id: C-14202)",173
"VIRENDRA NATH SHUKLA INSTITUTE OF EDUCATION & TECHNOLOGY, SHUKULPUR, SANGIPUR, PRATAPGARH (Id: C-42386)",240
"VIRENDRA SINGH KATIYAR MAHAVIDHYALAYA,SHANTI NAGAR (Id: C-48915)",207
"VIRENDRA SINGH RAMWATI MAMORIAL MAHAVIDHYALAYA,KURSATH,HARDOI (Id: C-48160)",250
Virpur Mahila Utkarsh B. Ed. College for Girls (Id: C-6035),45
Virudhunagar Hindu Nadars' Senthikumara Nadar College (Id: C-36502),1183
Virudhunagar M.S.P. Nadar College of Education (Id: C-14924),57
Visakha Govt. Degree College for Women (Id: C-23903),278
Visakha Institute for Professional Studies (Id: C-24494),54
"Visakha Institute of Engineering & Technology, 57th Division,  Narava,  PIN- 530027(CC-NT) (Id: C-18064)",108
"Visakha Institute of Management Science, Bodamettapalem (V), Dakamarri, Bheemunipatnam (M), 531162 (CC-8M) (Id: C-18081)",24
Visakha Law College (Id: C-24289),0
"Visanda Sanskrit Mahavidyalaya, Visanda (Id: C-20147)",70
"VISDAM TEACHERS TRAINING COLLEGE, 38-GANDHI NAGAR, MULLA TALAI (Id: C-39987)",83
"Vishal Junnar Seva Mandals Vishal Institute of Pharmaceutical Education & Research , Ale,Tal. Junnar,Dist.Pune 412411 (Id: C-42037)",67
"Vishal Kanya Degree College, Izzatnagar (Id: C-13449)",107
VISHAL LAW COLLEGE (Id: C-48082),72
VISHAL VIDHI MAHAVIDYALAYA EKDIL ETAWAH (Id: C-55973),0
VISHAMBHAR MEMORIAL EDUCATIONAL INSTITUTE (Id: C-52610),38
"Vishavkarma College for Girls, Dirba Mandi (Id: C-56817)",333
"Vishavnath Saraswati Mahila Mahavidyalaya, Dudahi, Kushinagar (Id: C-61196)",204
VISHESH EDUCATIONAL INSTITUTE  (Id: C-62966),26
"VISHESWAR DAYAL MAHAVIDYALAYA, KONSAR CHAURAHA, BISWAN, (Id: C-12185)",224
"Vishisht School of Management. Pologround, Indore (Id: C-29769)",585
VISHISTA DEGREE COLLEGE (Id: C-25293),217
"VISHNAU SHIKSHA COLLEGE, GHURATHI, REWA (Id: C-50379)",21
"VISHNU AYURVEDA COLLEGE, SHORNUR (Id: C-8124)",33
"Vishnu B.Ed. College, Hunasanahalli, Banarpet-563 114. Kolar District. (Id: C-20673)",100
"Vishnu Dental College, Bheemavaram (Id: C-30570)",136
Vishnu Institute of Pharmaceutical Education and Research (Id: C-19613),94
"Vishnu Institute of Technology, Vishnupur, Bhimavaram, PIN-534202(CC-PA) (Id: C-18099)",625
VISHNU LAKSHMI COLLEGE OF ENGINEERING AND TECHNOLOGY (Id: C-49132),0
Vishnupanth Nanavate Degree College (Id: C-58196),0
VISHNUPRIYA COLLEGE OF MANAGEMENT STUDIES (Id: C-51597),138
"Vishnu Rajoriya College, Khirkiya, Harda (Id: C-35242)",225
"VISHRAM SINGH MAHAVIDHYALAYA, BILGRAM (Id: C-50122)",307
VISHRAM SINGH SHANTI DEVI MAHAVIDYALAYA (Id: C-54034),185
VISHUN RAJDEO TEACHERS TRAINING COLLEGE (Id: C-51018),57
"Vishva Bandhu Sanskrit Mahavidyalaya, Usaka Bazar (Id: C-20514)",16
Vishva Bharti College of Education (Id: C-10794),180
Vishva Bharti Vidyapeeth (Id: C-63891),0
VISHVAKARMA KANYA MAHAVIDYALAYA BAJANA ROAD TAPPAL ALIGARH (Id: C-15493),273
"VISHVASARIA COLLEGE OF EDUCATION MAGHRAJPUR, MEERUT (Id: C-28540)",65
"VISHVASARIA INSTITUTE OF ENGENERING & TECH FROM GHAZIABAD-BULANDSHAR G.T. ROAD DADRI GAUTUM BUDH NAGAR Ph. 9810173602,  9811215131, 4662167, 73,74 ,75, (Id: C-28943)",74
"Vishva Shanti Niketan Mahavidyalaya, Rudrapur Bhaluhi, Maharajganj (Id: C-14096)",142
"VISHVESHWARYA GROUP OF INSTITUTIONS, DADRI (Id: C-46228)",259
"VISHVESHWARYA TECHNICAL CAMPUS FACULTY OF DEGREE ENGINEERING, PATGAON MIRAJ (Id: C-48244)",90
"Vishveswarapura Law College, Bangalore (Id: C-9806)",45
"VISHVESWARYA INSTITUTE OF TECHNOLOGY, DADRI,GREATER NOIDA PHASE -II,G B NAGAR (Id: C-46257)",76
Vishwa Bharathi Arts & Science Degree College (Id: C-26089),70
Vishwa Bharathi College of Education (Id: C-14932),70
"Vishwa Bharathi College of Pharmaceutical Sciences, NRT Road, Perecherla, PIN-522009.(CC-43) (Id: C-18110)",275
"Vishwa Bharathi College of Technology & Management, PIN-522009 (CC-9U) (Id: C-18103)",8
Vishwa Bharathi Degree College (Id: C-25627),28
"Vishwabharati  Academys College of Engineering, Jamkhed Road, Ahmednagar (Id: C-41587)",170
Vishwabharati Bahuuddeshiya Shikshan Sanstha  Arts Commerce and Science College Osmanabad (Id: C-55422),62
" Vishwabharati First Grade COLLEGE, TURNUR-591123 (Id: C-10039)",84
Vishwabharati Shiksha Mahavidhyalaya Konta (Id: C-24972),45
"Vishwa Bharti B.Ed. College, Jhunjhunun (Id: C-39121)",80
"Vishwa Bharti B.Ed. College, Sikar (Id: C-38721)",152
"VISHWA BHARTI COLLEGE OF EDUCATION, JAMMU (Id: C-45988)",0
"Vishwa Bharti College, Sikar (Id: C-38999)",414
"Vishwa Bharti Degree College, Jhunjhunun (Id: C-39192)",61
VISHWA BHARTI FOUNDATION MAHILA MAHA VIDHYALAYA TERAH UNNAO (Id: C-58932),19
VISHWA BHARTI GRAMOTHAN MAHAVIDYALAYA RAMGARH SHEKHAWATI  (Id: C-60233),0
VISHWA BHARTI INSTITUTE  (Id: C-62834),0
"Vishwabharti Mahavidyalaya, Nanded (Id: C-7612)",10
"Vishwa Bharti Teachers Training College, Sardarshahar (Id: C-40616)",95
"Vishwa Bharti  Womens College, Srinagar (Id: C-21436)",81
VISHWA CHETHANA DEGREE COLLEGE (Id: C-51659),195
VISHWADARSHANA COLLEGE OF EDUCATION YELLAPUR (Id: C-61035),86
"Vishwadip S.S.'s Vishwakarma College, Karegaon Road, Parbhani (Id: C-7298)",6
VISHWAJYOTHI DEGREE COLLEGE (Id: C-58195),0
"Vishwakarma Dadasaheb Chavan Institute of Management and Research,Malawadi (Id: C-10981)",12
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE, CHANDKHEDA,GANDHINAGAR 017  (Id: C-382)",822
"Vishwakavi  Kuvempu   First grade College, Jayalakshmi puram (Id: C-17394)",114
VISHWAKSENA COLLEGE OF EDUCATION (Id: C-56210),55
VISHWAMBHAR NATH MAHAVIDYALAYA (Id: C-53992),33
