university,studenttotal,teacherscount,sfr
VINAY KUMAR AWASTHI SMARK MAHILA MAHAVIDYALAYA (Id: C-53760),150,2.0,75.0
"Vincent Apostollic Degree College, Jaywant nagar (Id: C-18435)",21,6.0,3.5
"VINDHYACHAL COLLEGE JIGNA, SATNA (Id: C-31843)",506,30.0,16.866666666666667
VINDHYACHAL COLLEGE REWA (Id: C-31766),312,18.0,17.333333333333332
"Vindhyachal Ji (Girls) College, Alavalpur (Id: C-52218)",295,7.0,42.142857142857146
"VINDHYA COLLEGE OF EDUCATION, AMARPATAN ROAD, SATNA (Id: C-50391)",193,13.0,14.846153846153847
"VINDHYA COLLEGE OF EDUCATION, KALYAN PUR, SHAHDOL  (Id: C-60659)",197,7.0,28.142857142857142
Vindhya Gurukul College for Women (Id: C-59097),335,24.0,13.958333333333334
VINDHYA INSTITUTE OF COMPUTER SCIENCE REWA (Id: C-31147),115,12.0,9.583333333333334
"Vindhya Institute of Management & Research, Umarikheda, Khandwa Road, Indore (Id: C-29812)",254,10.0,25.4
"Vindhya Institute of Technology & Science, Karhi Road, Amoudha, Satna-485441 (Id: C-36093)",994,62.0,16.032258064516128
"Vindhya Institute of Technology & Science, Umrikheda, Khandwa Road, Indore (Id: C-36212)",491,54.0,9.092592592592593
"Vindhya Institute of Technology, Umarikheda Khandwa Road, Indore (Id: C-29740)",91,8.0,11.375
"Vindhya Kanya Mahavidyalaya, Urmaura, Rabertsganj, Sonebhadra (Id: C-13600)",2054,71.0,28.929577464788732
"Vindhya Mahila Mahavidyalaya, Mirzapur (Id: C-51154)",554,8.0,69.25
VINDHYA SHIKSHA SAMITI COLLEGE (Id: C-57083),101,10.0,10.1
"Vindhyavasini Arts and Science College, Sanaud, Bohra (Id: C-58838)",143,8.0,17.875
"VINDHYAVASINI PRASAD VIDYAKANT PANDIT DEG. COLL. KORAON, (Id: C-12053)",343,6.0,57.166666666666664
"Vindyavasini Mahila Mahavidyalaya, Mirzapur (Id: C-13518)",1545,24.0,64.375
"Vinex Degree College, Dwarakanagar, vskp (Id: C-24468)",157,10.0,15.7
"VINITA DEVI MAHILA MAHAVIDYALAYA, VAISHAPUR (Id: C-51755)",363,8.0,45.375
VINIT KISSAN COLLEGE (Id: C-51863),115,10.0,11.5
"Vinodini PG Mahavidyalya, Jhunjhunun (Id: C-38756)",634,29.0,21.862068965517242
"VINOD KUMAR MAHILA MAHAVIDALYA, MAHMOODPUR SEMARI (Id: C-52621)",146,6.0,24.333333333333332
Vinootana Shikshana Seva samsthe's surabhi women's Education college B.Ed Munirabad  583234 (Id: C-8653),179,3.0,59.666666666666664
Vins Christian College of Engineering (Id: C-27032),577,148.0,3.8986486486486487
Vins Christian Women's College of Engineering (Id: C-27036),172,90.0,1.9111111111111112
Vinukonda B.Ed. College (Id: C-32638),81,1.0,81.0
"Vinuthna College of Management, Hasanparthy, Warangal (Id: C-27341)",97,6.0,16.166666666666668
"Vinuthna Institute of Technology & Science, Hasanparthy (V&M), Warangal (Id: C-27502)",213,58.0,3.6724137931034484
VIP COLLEGE OF MANAGEMENT (Id: C-47988),273,22.0,12.409090909090908
"VIP COLLEGE OF NURSING, BHOPAL (Id: C-53612)",160,16.0,10.0
"VIPIN BIHARI SHARAN SINGH MAHAVIDYALAYA, TARABGANJ (Id: C-52855)",1059,16.0,66.1875
Vipra Art. & Commerce College (Id: C-21861),1173,37.0,31.7027027027027
"Virangana Avanti Bai Govt. Mahavidyalaya, Chhuikhadan, Rajnandgaon (Id: C-21827)",1022,15.0,68.13333333333334
"VIRANGANA AVANTI BAI LODHI DEG. COLL., KANATTHUKHERA, (Id: C-12394)",387,14.0,27.642857142857142
"VIRANGANA MAHARANI AVANTI BAI GOVT.DEGREE COLLEGE,ATRAULI ALIGARH (Id: C-15571)",926,11.0,84.18181818181819
"Virar Homoeopathic Medical College, Vir Savarkar Marg, Virar (E), Tal. Vasai, Dist. Thane (Id: C-13925)",321,42.0,7.642857142857143
"VIRATRA COLLEGE,CHOHTAN (Id: C-59605)",155,5.0,31.0
"Vir Bahadur Singh Memorial Mahila Mahavidyalaya, Industrial Area, Lachhipur,  Gorakhpur (Id: C-14264)",201,4.0,50.25
"Vir Bahadur Singh Memorial Mahila Mahavidyalaya, Paniyara, Maharajganj (Id: C-14332)",125,5.0,25.0
"Virchand Patel Smarak College, Desri, Vaishali (Id: C-19003)",1451,75.0,19.346666666666668
Virendra College of Education (Id: C-62898),8,3.0,2.6666666666666665
"Virendra Mahavidyalaya, Sarojnagar, Devchandpur, Ghazipur (Id: C-60895)",835,10.0,83.5
"Virendra Mithileshwar Mahavidyalaya, Mahadeya Lotan, Siddharthnagar (Id: C-14202)",624,7.0,89.14285714285714
"VIRENDRA NATH SHUKLA INSTITUTE OF EDUCATION & TECHNOLOGY, SHUKULPUR, SANGIPUR, PRATAPGARH (Id: C-42386)",537,35.0,15.342857142857143
"VIRENDRA SINGH KATIYAR MAHAVIDHYALAYA,SHANTI NAGAR (Id: C-48915)",241,5.0,48.2
"VIRENDRA SINGH RAMWATI MAMORIAL MAHAVIDHYALAYA,KURSATH,HARDOI (Id: C-48160)",1274,13.0,98.0
Virpur Mahila Utkarsh B. Ed. College for Girls (Id: C-6035),200,8.0,25.0
Virudhunagar Hindu Nadars' Senthikumara Nadar College (Id: C-36502),3892,196.0,19.857142857142858
Virudhunagar M.S.P. Nadar College of Education (Id: C-14924),160,13.0,12.307692307692308
Visakha Govt. Degree College for Women (Id: C-23903),1099,43.0,25.558139534883722
Visakha Institute for Professional Studies (Id: C-24494),120,8.0,15.0
"Visakha Institute of Engineering & Technology, 57th Division,  Narava,  PIN- 530027(CC-NT) (Id: C-18064)",940,57.0,16.49122807017544
"Visakha Institute of Management Science, Bodamettapalem (V), Dakamarri, Bheemunipatnam (M), 531162 (CC-8M) (Id: C-18081)",87,14.0,6.214285714285714
Visakha Law College (Id: C-24289),70,16.0,4.375
"Visanda Sanskrit Mahavidyalaya, Visanda (Id: C-20147)",120,3.0,40.0
"VISDAM TEACHERS TRAINING COLLEGE, 38-GANDHI NAGAR, MULLA TALAI (Id: C-39987)",97,15.0,6.466666666666667
"Vishal Junnar Seva Mandals Vishal Institute of Pharmaceutical Education & Research , Ale,Tal. Junnar,Dist.Pune 412411 (Id: C-42037)",297,21.0,14.142857142857142
"Vishal Kanya Degree College, Izzatnagar (Id: C-13449)",298,12.0,24.833333333333332
VISHAL LAW COLLEGE (Id: C-48082),82,21.0,3.9047619047619047
VISHAL VIDHI MAHAVIDYALAYA EKDIL ETAWAH (Id: C-55973),142,5.0,28.4
VISHAMBHAR MEMORIAL EDUCATIONAL INSTITUTE (Id: C-52610),343,13.0,26.384615384615383
"Vishavkarma College for Girls, Dirba Mandi (Id: C-56817)",352,15.0,23.466666666666665
"Vishavnath Saraswati Mahila Mahavidyalaya, Dudahi, Kushinagar (Id: C-61196)",429,8.0,53.625
VISHESH EDUCATIONAL INSTITUTE  (Id: C-62966),87,13.0,6.6923076923076925
"VISHESWAR DAYAL MAHAVIDYALAYA, KONSAR CHAURAHA, BISWAN, (Id: C-12185)",780,18.0,43.333333333333336
"Vishisht School of Management. Pologround, Indore (Id: C-29769)",1700,36.0,47.22222222222222
VISHISTA DEGREE COLLEGE (Id: C-25293),563,19.0,29.63157894736842
"VISHNAU SHIKSHA COLLEGE, GHURATHI, REWA (Id: C-50379)",192,17.0,11.294117647058824
"VISHNU AYURVEDA COLLEGE, SHORNUR (Id: C-8124)",288,32.0,9.0
"Vishnu B.Ed. College, Hunasanahalli, Banarpet-563 114. Kolar District. (Id: C-20673)",100,8.0,12.5
"Vishnu Dental College, Bheemavaram (Id: C-30570)",503,134.0,3.753731343283582
Vishnu Institute of Pharmaceutical Education and Research (Id: C-19613),427,36.0,11.86111111111111
"Vishnu Institute of Technology, Vishnupur, Bhimavaram, PIN-534202(CC-PA) (Id: C-18099)",3263,184.0,17.733695652173914
VISHNU LAKSHMI COLLEGE OF ENGINEERING AND TECHNOLOGY (Id: C-49132),0,58.0,0.0
Vishnupanth Nanavate Degree College (Id: C-58196),75,8.0,9.375
VISHNUPRIYA COLLEGE OF MANAGEMENT STUDIES (Id: C-51597),342,12.0,28.5
"Vishnu Rajoriya College, Khirkiya, Harda (Id: C-35242)",719,13.0,55.30769230769231
"VISHRAM SINGH MAHAVIDHYALAYA, BILGRAM (Id: C-50122)",1044,12.0,87.0
VISHRAM SINGH SHANTI DEVI MAHAVIDYALAYA (Id: C-54034),911,16.0,56.9375
VISHUN RAJDEO TEACHERS TRAINING COLLEGE (Id: C-51018),103,31.0,3.3225806451612905
"Vishva Bandhu Sanskrit Mahavidyalaya, Usaka Bazar (Id: C-20514)",23,3.0,7.666666666666667
Vishva Bharti College of Education (Id: C-10794),12,17.0,0.7058823529411765
Vishva Bharti Vidyapeeth (Id: C-63891),0,6.0,0.0
VISHVAKARMA KANYA MAHAVIDYALAYA BAJANA ROAD TAPPAL ALIGARH (Id: C-15493),869,22.0,39.5
"VISHVASARIA COLLEGE OF EDUCATION MAGHRAJPUR, MEERUT (Id: C-28540)",164,14.0,11.714285714285714
"VISHVASARIA INSTITUTE OF ENGENERING & TECH FROM GHAZIABAD-BULANDSHAR G.T. ROAD DADRI GAUTUM BUDH NAGAR Ph. 9810173602,  9811215131, 4662167, 73,74 ,75, (Id: C-28943)",245,27.0,9.074074074074074
"Vishva Shanti Niketan Mahavidyalaya, Rudrapur Bhaluhi, Maharajganj (Id: C-14096)",283,11.0,25.727272727272727
"VISHVESHWARYA GROUP OF INSTITUTIONS, DADRI (Id: C-46228)",1084,55.0,19.70909090909091
"VISHVESHWARYA TECHNICAL CAMPUS FACULTY OF DEGREE ENGINEERING, PATGAON MIRAJ (Id: C-48244)",197,22.0,8.954545454545455
"Vishveswarapura Law College, Bangalore (Id: C-9806)",669,17.0,39.35294117647059
"VISHVESWARYA INSTITUTE OF TECHNOLOGY, DADRI,GREATER NOIDA PHASE -II,G B NAGAR (Id: C-46257)",455,38.0,11.973684210526315
Vishwa Bharathi Arts & Science Degree College (Id: C-26089),273,11.0,24.818181818181817
Vishwa Bharathi College of Education (Id: C-14932),195,8.0,24.375
"Vishwa Bharathi College of Pharmaceutical Sciences, NRT Road, Perecherla, PIN-522009.(CC-43) (Id: C-18110)",377,50.0,7.54
"Vishwa Bharathi College of Technology & Management, PIN-522009 (CC-9U) (Id: C-18103)",12,12.0,1.0
Vishwa Bharathi Degree College (Id: C-25627),191,12.0,15.916666666666666
"Vishwabharati  Academys College of Engineering, Jamkhed Road, Ahmednagar (Id: C-41587)",440,79.0,5.569620253164557
Vishwabharati Bahuuddeshiya Shikshan Sanstha  Arts Commerce and Science College Osmanabad (Id: C-55422),300,6.0,50.0
" Vishwabharati First Grade COLLEGE, TURNUR-591123 (Id: C-10039)",305,8.0,38.125
Vishwabharati Shiksha Mahavidhyalaya Konta (Id: C-24972),99,6.0,16.5
"Vishwa Bharti B.Ed. College, Jhunjhunun (Id: C-39121)",194,16.0,12.125
"Vishwa Bharti B.Ed. College, Sikar (Id: C-38721)",389,27.0,14.407407407407407
"VISHWA BHARTI COLLEGE OF EDUCATION, JAMMU (Id: C-45988)",418,8.0,52.25
"Vishwa Bharti College, Sikar (Id: C-38999)",1470,30.0,49.0
"Vishwa Bharti Degree College, Jhunjhunun (Id: C-39192)",336,31.0,10.838709677419354
VISHWA BHARTI FOUNDATION MAHILA MAHA VIDHYALAYA TERAH UNNAO (Id: C-58932),88,12.0,7.333333333333333
VISHWA BHARTI GRAMOTHAN MAHAVIDYALAYA RAMGARH SHEKHAWATI  (Id: C-60233),176,20.0,8.8
VISHWA BHARTI INSTITUTE  (Id: C-62834),10,5.0,2.0
"Vishwabharti Mahavidyalaya, Nanded (Id: C-7612)",77,7.0,11.0
"Vishwa Bharti Teachers Training College, Sardarshahar (Id: C-40616)",195,17.0,11.470588235294118
"Vishwa Bharti  Womens College, Srinagar (Id: C-21436)",221,25.0,8.84
VISHWA CHETHANA DEGREE COLLEGE (Id: C-51659),929,27.0,34.407407407407405
VISHWADARSHANA COLLEGE OF EDUCATION YELLAPUR (Id: C-61035),170,17.0,10.0
"Vishwadip S.S.'s Vishwakarma College, Karegaon Road, Parbhani (Id: C-7298)",123,4.0,30.75
VISHWAJYOTHI DEGREE COLLEGE (Id: C-58195),35,5.0,7.0
"Vishwakarma Dadasaheb Chavan Institute of Management and Research,Malawadi (Id: C-10981)",45,5.0,9.0
"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE, CHANDKHEDA,GANDHINAGAR 017  (Id: C-382)",3345,163.0,20.521472392638035
"Vishwakavi  Kuvempu   First grade College, Jayalakshmi puram (Id: C-17394)",533,23.0,23.17391304347826
VISHWAKSENA COLLEGE OF EDUCATION (Id: C-56210),197,8.0,24.625
VISHWAMBHAR NATH MAHAVIDYALAYA (Id: C-53992),11,12.0,0.9166666666666666
"Vishwa Mitar Shekhri College of Education, Vill. Said Mubarak,  Amritsar Road, Batala. (Id: C-27931)",280,21.0,13.333333333333334
VISHWANATH MAHAVIDYALAYA (Id: C-53984),1501,6.0,250.16666666666666
VISHWANATH M KATTI FIRST GRADE ARTS AND COMMERCE COLLEGE BELLAD BAGEWADI (Id: C-61867),167,15.0,11.133333333333333
"Vishwanathrao Deshpande Institute of Technology, HALIYAL  Dt: N.K. (Id: C-1282)",1414,96.0,14.729166666666666
Vishwanath Sharda Devi Mahavidyalaya (Id: C-54037),949,8.0,118.625
VISHWANATH SINGH MAHAVIDYALAYA (Id: C-56233),257,8.0,32.125
"Vishwa Nath Smarak Mahavidyalaya, Kabutra, Moholi, Azamgarh (Id: C-61197)",200,8.0,25.0
"VISHWANIKETANs COLLEGE OF ARCHITECTURE, ARTS AND DESIGN (VCAAD) (Id: C-55803)",120,12.0,10.0
VISHWANIKETANs INSTITUTE OF MANAGEMENT ENTREPRENEURSHIP and ENGINEERING TECHNOLOGY (Id: C-48544),1497,86.0,17.406976744186046
Vishwasai College of Nursing (Id: C-40105),234,18.0,13.0
"Vishwas Degree College, H.No. 5-13/1, Rajeev Chowrastha, Palakurthy (V&M), Warangal District (Id: C-27554)",351,13.0,27.0
"Vishwasrao Naik Arts, Commerce & Baba Naik Science Mahavidyalaya, Shirala (Id: C-11057)",946,74.0,12.783783783783784
VISHWATECH EDUCATION (Id: C-53684),227,9.0,25.22222222222222
"VISHWATEJA DEGREE COLLEGE, MULUGU (Id: C-50311)",301,13.0,23.153846153846153
"VISHWATMAK JANGLI MAHARAJ TRUST VISHWATMAK OM GURUDEV COLLEGE OF ENGINEERING, THANE (Id: C-45231)",455,49.0,9.285714285714286
Vishwavidyalaya Engineering College Lakhanpur (Id: C-61974),684,49.0,13.959183673469388
VISHWA VIKAS DEGREE COLLEGE NAGARKURNOOL (Id: C-53182),940,31.0,30.322580645161292
Vishwa Vishwani Institute of Systems & Management (Id: C-25636),552,20.0,27.6
Vishweshwar Education Societys Indira Institute of Business Management At Plot no.2 Sector 9 Sanpada  Navi Mumbai-400 705 (Id: C-33769),179,17.0,10.529411764705882
Vishweshwar Education Societys Western College of Commerce & Business Management Plot No.2  Sector 9 Sanpada  Navi Mumbai  400 705 (Id: C-34161),1077,22.0,48.95454545454545
"Vishwnath Singh Mahavidyalaya, Parasurampur, Chandauli (Id: C-13588)",816,36.0,22.666666666666668
Visionary Degree College (Id: C-25979),263,7.0,37.57142857142857
"VISION COLLEGE OF COMMERCE, UDAIPUR ROAD, POST BOX NO. 23 (Id: C-39933)",238,9.0,26.444444444444443
Vision College of Education (Id: C-6016),105,12.0,8.75
"VISION COLLEGE OF MANAGEMENT, HATHIPUR, MAHARAJPUR, (Id: C-12480)",202,8.0,25.25
VISION COLLEGE OF NURSING (Id: C-47984),267,16.0,16.6875
Vision college of Nursing Yelgaon Buldana (Id: C-63334),47,8.0,5.875
Vision College of Pharmaceutical Sciences (Id: C-19629),430,37.0,11.621621621621621
vision computer centre (Id: C-57684),27,3.0,9.0
VISION DEGREE COLLEGE (Id: C-61070),184,10.0,18.4
"VISIONFLY COLLEGE, VIDYANAGAR HUBBALLI  (Id: C-59796)",58,9.0,6.444444444444445
VISION INSTITUTE OF APPLIED STUDIES  (Id: C-55847),469,23.0,20.391304347826086
"VISION INSTITUTE OF TECHNOLOGY,KANPUR (Id: C-49303)",725,68.0,10.661764705882353
"VISION INSTITUTE OF TECHNOLOGY, SHAHPUR MADRAK, ALIGARH (Id: C-46042)",791,43.0,18.3953488372093
Vision International College of Education (Id: C-10858),258,17.0,15.176470588235293
Vision P.G College (Id: C-25976),226,17.0,13.294117647058824
Vision School of management (Id: C-27836),81,9.0,9.0
"Visovadaya Govt. Degree College, Venkatagiri (Id: C-24782)",300,18.0,16.666666666666668
"VISTHAPIT COLLEGE, BALIDIH, BOKARO (Id: C-44384)",3872,25.0,154.88
Visvesvaraya College of Engineering Technology (Id: C-19859),750,103.0,7.281553398058253
Visvesvaraya Community College (Id: C-63476),30,4.0,7.5
"Visvesvaraya Technological University, Belgaum (Id: C-1368)",325,39.0,8.333333333333334
"Visvesvaraya Technological University, VIAT, Muddenahalli  (Id: C-1251)",162,32.0,5.0625
"Visvesvaraya Technological University, VTU Regional Office, Gulbarga (Id: C-1367)",407,43.0,9.465116279069768
"Visvesvaraya Technological University, VTUs Regional Office, Mysore (Id: C-1295)",498,36.0,13.833333333333334
"Visveswaraya College of Education, Bhadravathi. (Id: C-17775)",132,9.0,14.666666666666666
"Visvodaya Engineering College, Kavali (Id: C-26968)",1963,123.0,15.959349593495935
Viswa Bharathi College of Education (Id: C-14822),200,16.0,12.5
"Viswa Bharathi College of Nursing, Kurnool (Id: C-30646)",174,18.0,9.666666666666666
VISWABHARATHI DEGREE COLLEGE (Id: C-25406),365,23.0,15.869565217391305
VISWABHARATHI MEDICAL COLLEGE (Id: C-58698),450,305.0,1.4754098360655739
"VISWABHARATHI S N ARTS & SCIENCE COLLEGE, NJEEZHOOR (Id: C-50711)",26,11.0,2.3636363636363638
"Viswabrahmana College, Vechoochira, Pathanamthitta- 686 511 (Id: C-11576)",168,18.0,9.333333333333334
VISWA JYOTHI COLLEGE OF EDUATION (Id: C-25354),0,1.0,0.0
"Viswajyothi College of Engineering and Technology, Vazhakulam P.O., Muvattupuzha , Ernakulam- 686 670 (Id: C-11623)",2012,138.0,14.579710144927537
"Viswambhara College of Education, Bollikunta, Warangal (Id: C-27335)",100,8.0,12.5
"Viswam College of Education, Madanapalle (Id: C-27783)",0,7.0,0.0
"Viswam Degree & PG College, Angallu, Chittoor Dist. (Id: C-27654)",1408,39.0,36.1025641025641
"Viswanadha Institute of Technology And Management, Mindivanipalem Village, Sontyam, Panchayati, Anandapuram(M)  PIN-531173(CC-52) (Id: C-17903)",595,96.0,6.197916666666667
"Viswanandha Institute of Pharmaceutical Sciences, Mindivanipalem, Sontam Panchayat, Anandapuram Mandal, PIN-531173  (CC-PK) (Id: C-17985)",273,33.0,8.272727272727273
"VISWANATH PRASAD MAHAVIDYALAYA BHIKHANPUR MURATGANJ, KAUSHAMBI (Id: C-46433)",1314,18.0,73.0
"Viswashanti Degree College, Alam pur 'X' Road (Id: C-22037)",186,15.0,12.4
"VISWASS College of Nursing, Plot No. 474, Pitapalli Square, Kumarbasta, Khurda (Id: C-39603)",334,51.0,6.549019607843137
VISWATEJA DEGREE COLLEGE (Id: C-55451),588,17.0,34.588235294117645
Viswha Bharathi Arts & Science College (Id: C-9533),236,26.0,9.076923076923077
Viswha Bharati Shiksha Shastri Mahavidyalaya (Id: C-26650),62,8.0,7.75
VITAL EDUCATION SOCIETY (Id: C-54122),188,4.0,47.0
VITASTA SCHOOL OF LAW (Id: C-46538),446,16.0,27.875
"VIT COLLEGE OF EDUCATION JATOLI, KANKER KHERA, SARDHANA, MEERUT (Id: C-28703)",153,1.0,153.0
"VITS COLLEGE OF EDUCATION, SATNA (Id: C-56667)",199,17.0,11.705882352941176
"VITS Group of Institutions Faculty of Engineering  School of Management,Sontyam, PIN-531173(CC-NU) (Id: C-17883)",1717,139.0,12.352517985611511
VITTALA INTERNATIONAL INSTITUTE OF OPHTHALMOLOGY (Id: C-62701),66,11.0,6.0
Vittalnath Sadasiva Patak Government Sanskrit PG college Kota (Id: C-26594),412,5.0,82.4
VITTALRAO SHINDE ARTS MAHAVIDYALAYA TEMBURNI TAL-MADHA  DIST-SOLAPUR (Id: C-15728),288,14.0,20.571428571428573
"VITTHAL (DAJI) PATIL ARTS, COMMERCE AND SCIENCE MAHAVIDYALA, SANGLI (Id: C-49106)",499,17.0,29.352941176470587
"Vitthalrao Patil Mahavidyalay, KALE(Arts, Commerce and Science),  Panhala (Id: C-11239)",1059,39.0,27.153846153846153
VIVA College of Law (Id: C-62145),60,2.0,30.0
" Vivakananadha Arts and Science College For Women, Sankari (Id: C-51856)",2157,111.0,19.43243243243243
Viveka Arts & Science Degree College (Id: C-32651),455,16.0,28.4375
"Viveka College of Education, Vaddesangam (Id: C-44487)",152,15.0,10.133333333333333
VIVEKA DEGREE COLLEGE (Id: C-55479),375,15.0,25.0
"VIVEKANANA COLLEGE OF LAW, ALIGARH (Id: C-15201)",264,12.0,22.0
"Vivekananda Arts and Science College for Women, Thenpathi, NSB Nagar, Sirkali Taluk, Nagapattinam - 609 111. (Id: C-35793)",889,45.0,19.755555555555556
Vivekananda B.Ed. And D.El.Ed. College (Id: C-57207),408,31.0,13.161290322580646
Vivekananda College (Id: C-43346),5975,92.0,64.94565217391305
Vivekananda College (Id: C-11981),4848,50.0,96.96
Vivekananda College (Id: C-6382),1941,103.0,18.844660194174757
VIVEKANANDA COLLEGE (Id: C-50772),200,73.0,2.73972602739726
VIVEKANANDA COLLEGE (Id: C-36506),1082,19.0,56.94736842105263
"Vivekananda College, Agastheeswaram - 629 701 (Id: C-41198)",1624,96.0,16.916666666666668
Vivekananda College for Women (Id: C-12022),1201,87.0,13.804597701149426
"VIVEKANANDA COLLEGE, JALPAIGURI (Id: C-45368)",2445,27.0,90.55555555555556
VIVEKANANDA COLLEGE OF COMPUTER SCIENCE & MANAGEMENT-RAJKOT (Id: C-752),264,7.0,37.714285714285715
"Vivekananda College of Computers, Shadnagar (Id: C-21984)",73,12.0,6.083333333333333
Vivekananda  College  of  Education (Id: C-14874),120,9.0,13.333333333333334
Vivekananda College of Education (Id: C-22991),140,14.0,10.0
Vivekananda College of Education (Id: C-14950),141,9.0,15.666666666666666
Vivekananda College of Education (Id: C-14785),190,15.0,12.666666666666666
VIVEKANANDA COLLEGE OF EDUCATION (Id: C-57113),300,24.0,12.5
VIVEKANANDA COLLEGE OF EDUCATION (Id: C-52451),248,25.0,9.92
"Vivekananda College of Education, Adilabad (Id: C-27324)",199,19.0,10.473684210526315
"Vivekananda College of Education,Arsikere (Id: C-17524)",80,5.0,16.0
"Vivekananda College of Education, Chattanpalli (Id: C-21959)",200,16.0,12.5
"Vivekananda College of Education, Dr. Rajkumar Road, Rajajinagar 2nd Stage, Bangalore -55 (Id: C-21013)",95,7.0,13.571428571428571
"Vivekananda College of Education, Kandukur (Id: C-39455)",208,19.0,10.947368421052632
"Vivekananda College of Education, Murakambattu, Chittoor (Id: C-27723)",0,16.0,0.0
"Vivekananda College of Education, Narsampet (Id: C-27487)",98,7.0,14.0
"Vivekananda College of Education, Puttur (Id: C-16968)",99,9.0,11.0
"Vivekananda College of Engg. & Tech., PUTTUR (Id: C-1329)",1389,101.0,13.752475247524753
"Vivekananda College of Law, Bangalore (Id: C-9780)",591,20.0,29.55
Vivekananda College of Nursing (Id: C-40090),366,29.0,12.620689655172415
Vivekananda College of Pharmacy (Id: C-40467),337,18.0,18.72222222222222
VIVEKANANDA COLLEGE OF TEACHER EDUCATION (Id: C-57246),100,5.0,20.0
Vivekananda Degree College (Id: C-30217),64,6.0,10.666666666666666
VIVEKANANDA DEGREE COLLEGE (Id: C-55018),159,13.0,12.23076923076923
"Vivekananda Degree College, Balighattam, Narsipatnam (Id: C-24498)",482,21.0,22.952380952380953
"VIVEKANANDA DEGREE COLLEGE, CHEVELLA (Id: C-50245)",480,22.0,21.818181818181817
Vivekananda   Degree College   CHITTOOR Urban (Id: C-27818),469,11.0,42.63636363636363
"Vivekananda Degree College for Women, No.22, Srikanteswaranagar, Mahalakshmi Layout, Bangalore 96. (Id: C-20877)",336,10.0,33.6
"VIVEKANANDA DEGREE COLLEGE, HUSNABAD (Id: C-21491)",450,23.0,19.565217391304348
"Vivekananda Degree College, Kadiri (Id: C-30988)",458,16.0,28.625
"Vivekananda Degree College, Kubeer (Id: C-52802)",370,14.0,26.428571428571427
Vivekananda Degree College (Kukatpally) (Id: C-25944),2228,32.0,69.625
"Vivekananda Degree College, Nellore (Id: C-24793)",548,38.0,14.421052631578947
"VIVEKANANDA DEGREE COLLEGE, Rajkumar Rd, Rajajinagar II stage, Bangalore-55 (Id: C-20596)",1140,37.0,30.81081081081081
"Vivekananda Degree College, Shadnagar (Id: C-21996)",565,23.0,24.565217391304348
"VIVEKANANDA DEGREE COLLEGE, SIRISILLA (Id: C-52516)",179,8.0,22.375
"Vivekananda Degree College, Vidhyanagar colony, Echoda (V&M) (Id: C-27581)",465,7.0,66.42857142857143
"VIVEKANANDA DEGREE & PG COLLEGE, JAGTIAL ROAD, KARIMNAGAR (Id: C-21492)",1673,88.0,19.011363636363637
"VIVEKANANDA DENAL COLLEGE FOR WOMEN (Inst. Code - 265), NAMAKKAL (Id: C-45915)",558,70.0,7.9714285714285715
Vivekananda Govt. Degree College (Id: C-26043),1263,37.0,34.13513513513514
VIVEKANANDA INSTITUTE OF EDUCATION (Id: C-58500),400,29.0,13.793103448275861
"VIVEKANANDA INSTITUTE OF MANAGEMENT, RAJAJINAGAR (Id: C-50444)",620,22.0,28.181818181818183
VIVEKANANDA INSTITUTE OF MANAGEMENT STUDIES (Id: C-48267),185,12.0,15.416666666666666
Vivekananda Institute of Science & InformationTechnology (Id: C-19648),53,7.0,7.571428571428571
Vivekananda Institute of Technology and Science (Id: C-19696),1150,80.0,14.375
"Vivekananda Institute of Technology, BANGALORE (Id: C-1342)",638,61.0,10.459016393442623
VIVEKANANDA INSTITUTE OF TECHNOLOGY (EAST) (Id: C-25226),553,37.0,14.945945945945946
"Vivekananda Law College, Puttur (Id: C-9820)",256,15.0,17.066666666666666
"Vivekananda Mahavidyalaya, Burdwan (Id: C-44732)",3258,88.0,37.02272727272727
"Vivekananda Mahavidyalaya, Haripal (Id: C-44637)",4023,76.0,52.93421052631579
Vivekananda Mission Ashram (Id: C-19108),55,16.0,3.4375
Vivekananda Mission Mahavidyalaya (Id: C-19070),2349,79.0,29.734177215189874
"VIVEKANANDA (RABINRANATH TAGORE) NURSING COLLEGE  FOR WOMEN (Inst. Code - 235), SALEM (Id: C-47569)",458,59.0,7.762711864406779
Vivekananda R. K. Mission B.Ed. College (Id: C-11941),372,34.0,10.941176470588236
"Vivekanand Arts Commerce College, Bhadrawati (Id: C-18616)",566,13.0,43.53846153846154
"Vivekanand Arts, Sardar Dalip Singh Commerce & Science College, Samarth Nagar, Aurangabad. (Id: C-34524)",4781,86.0,55.593023255813954
Vivekananda Satabarshiki Mahavidyalaya (Id: C-19109),2578,56.0,46.035714285714285
Vivekananda Vidyalaya College of Education (Id: C-14489),200,10.0,20.0
Vivekanand college (Id: C-55674),715,20.0,35.75
Vivekanand College (Id: C-21711),1165,19.0,61.31578947368421
"Vivekanand College, Alwar (Id: C-38825)",233,7.0,33.285714285714285
"VIVEKANAND COLLEGE, ANJANA (Id: C-40018)",996,23.0,43.30434782608695
"Vivekanand College, Bhadra (Id: C-40628)",414,16.0,25.875
Vivekanand College Bhansoz Mandir Hasoud Road (Id: C-21785),116,4.0,29.0
"Vivekanand College,  Burhanpur (Id: C-29759)",438,23.0,19.043478260869566
