Institution,UgMale,UgFemale,DMale,FemaleD,CMale,CFemale,IMale,IFemale
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KOTA (Id: U-0799)",367,66,0,0,0,0,0,0
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KOTTAYAM (Id: U-0802)",173,34,0,0,0,0,0,0
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, LUCKNOW (Id: U-0801)",174,37,0,0,0,0,0,0
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, NAGPUR (Id: U-0841)",291,76,0,0,0,0,0,0
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, PUNE (Id: U-0804)",214,29,0,0,0,0,0,0
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, RANCHI (Id: U-0840)",204,41,0,0,0,0,0,0
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SENAPATI (Id: U-0770)",167,13,0,0,0,0,0,0
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SONIPAT (Id: U-0800)",239,57,0,0,0,0,0,0
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, SRIRANGAM (Id: U-0754)",186,23,0,0,0,0,0,0
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SURAT (Id: U-0954),190,34,0,0,0,0,0,0
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, UNA (Id: U-0797)",314,45,0,0,0,0,0,0
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, VADODARA (Id: U-0798)",385,64,0,0,0,0,0,0
INDIAN INSTITUTE OF MANAGEMENT AHMEDABAD (Id: U-1016),0,0,0,0,0,0,0,0
INDIAN INSTITUTE OF MANAGEMENT AMRITSAR (Id: U-1001),0,0,0,0,0,0,0,0
INDIAN INSTITUTE OF MANAGEMENT BANGALORE (Id: U-1014),0,0,0,0,0,0,0,0
INDIAN INSTITUTE OF MANAGEMENT BODH GAYA (Id: U-1006),0,0,0,0,0,0,0,0
INDIAN INSTITUTE OF MANAGEMENT INDORE (Id: U-1012),0,0,0,0,0,0,359,192
INDIAN INSTITUTE OF MANAGEMENT KASHIPUR (Id: U-1009),0,0,0,0,0,0,0,0
"INDIAN INSTITUTE OF MANAGEMENT, KOLKATA (Id: U-1019)",0,0,0,0,1761,538,0,0
INDIAN INSTITUTE OF MANAGEMENT KOZHIKODE (Id: U-1013),0,0,0,0,0,0,0,0
INDIAN INSTITUTE OF MANAGEMENT LUCKNOW (Id: U-1008),0,0,0,0,0,0,0,0
"INDIAN INSTITUTE OF MANAGEMENT, NAGPUR (Id: U-1018)",0,0,0,0,0,0,0,0
INDIAN INSTITUTE OF MANAGEMENT RAIPUR (Id: U-1017),0,0,0,0,0,0,0,0
INDIAN INSTITUTE OF MANAGEMENT RANCHI (Id: U-1003),0,0,0,0,0,0,0,0
INDIAN INSTITUTE OF MANAGEMENT ROHTAK (Id: U-1015),0,0,0,0,24,2,0,0
INDIAN INSTITUTE OF MANAGEMENT SAMBALPUR (Id: U-1002),0,0,0,0,0,0,0,0
"INDIAN INSTITUTE OF MANAGEMENT, SHILLONG (Id: U-1011)",0,0,0,0,0,0,0,0
INDIAN INSTITUTE OF MANAGEMENT SIRMAUR (Id: U-1005),0,0,0,0,0,0,0,0
INDIAN INSTITUTE OF MANAGEMENT TIRUCHIRAPALLI (Id: U-1000),0,0,0,0,0,0,0,0
INDIAN INSTITUTE OF MANAGEMENT UDAIPUR (Id: U-1010),0,0,0,0,0,0,0,0
INDIAN INSTITUTE OF MANAGEMENT VISAKHAPATNAM (Id: U-1007),0,0,0,0,0,0,0,0
INDIAN INSTITUTE OF PETROLEUM & ENERGY (Id: U-0944),228,33,0,0,0,0,0,0
INDIAN INSTITUTE OF PUBLIC HEALTH GANDHINAGAR (Id: U-0963),0,0,0,0,0,0,0,0
"Indian Institute of Science, Bangalore (Id: U-0220)",454,96,0,0,0,0,0,0
"Indian Institute of Science Education & Research (IISER), Berhampur (Id: U-0828)",0,0,0,0,0,0,143,76
"Indian Institute of Science Education & Research (IISER), Bhopal (Id: U-0272)",21,17,0,0,0,0,815,379
"Indian Institute of Science Education & Research (IISER), Kolkata, (Id: U-0572)",0,0,0,0,0,0,793,274
"Indian Institute of Science Education & Research (IISER), Mohali (Id: U-0377)",0,0,0,0,0,0,56,52
"Indian Institute of Science Education & Research (IISER), Pune, (Id: U-0305)",0,0,0,0,0,0,846,354
"Indian Institute of Science Education & Research (IISER), Thiruvananthapuram (Id: U-0254)",0,0,0,0,0,0,501,439
"Indian Institute of Science Education & Research (IISER), Tirupati (Id: U-0827)",0,0,0,0,0,0,180,183
"Indian Institute of Space Science and Technology, Thiruvananthapuram (Id: U-0255)",392,81,0,0,0,0,80,27
"INDIAN INSTITUTE OF TEACHER EDUCATION, GANDHINAGAR (Id: U-0664)",0,0,0,0,0,0,143,201
"INDIAN INSTITUTE OF TECHNOLOGY (BANARAS HINDU UNIVERSITY), VARANASI (Id: U-0701)",2844,256,0,0,0,0,1059,120
Indian Institute of Technology Bhilai (Id: U-0946),310,41,0,0,0,0,0,0
"Indian Institute of Technology, Bhubaneshwar (Id: U-0355)",982,117,0,0,0,0,0,0
"Indian Institute of Technology, Chennai (Id: U-0456)",1775,262,0,0,0,0,1814,408
"Indian Institute of Technology, Delhi (Id: U-0100)",2717,284,0,0,0,0,443,91
"Indian Institute of Technology, Dharwad (Id: U-0899)",303,42,0,0,0,0,0,0
"Indian Institute of Technology, Gandhinagar (Id: U-0139)",626,80,0,0,0,0,0,0
"Indian Institute of Technology, Goa (Id: U-0907)",232,29,0,0,0,0,0,0
"Indian Institute of Technology, Guwahati (Id: U-0053)",2451,268,0,0,0,0,25,5
"Indian Institute of Technology (Indian School of Mines), Dhanbad (Id: U-0205)",2773,254,0,0,0,0,390,39
"Indian Institute of Technology, Indore (Id: U-0273)",793,88,0,0,0,0,0,0
Indian Institute of Technology Jammu (Id: U-0906),289,28,0,0,0,0,0,0
"Indian Institute of Technology, Jodhpur (Id: U-0395)",551,67,0,0,0,0,0,0
"Indian Institute of Technology, Kharagpur (Id: U-0573)",2643,301,0,0,0,0,3189,345
"Indian Institute of Technology, Mandi (Id: U-0184)",531,67,0,0,0,0,10,7
"Indian Institute of Technology, Mumbai (Id: U-0306)",3246,437,0,0,0,0,0,0
"Indian Institute of Technology, Palakkad (Id: U-0878)",437,49,0,0,0,0,0,0
"Indian Institute of Technology, Patna (Id: U-0064)",788,56,0,0,0,0,0,0
"Indian Institute of Technology, Roorkee (Id: U-0560)",3202,346,0,0,0,0,436,67
"Indian Institute of Technology, Ropar (Id: U-0378)",696,75,0,0,0,0,36,1
"INDIAN INSTITUTE OF TECHNOLOGY, TIRUPATI (Id: U-0844)",430,83,0,0,0,0,0,0
"Indian Law Institute, Bhagwandas Road, New Delhi (Id: U-0103)",0,0,0,0,0,0,0,0
Indian Maritime University (Id: U-0457),0,0,0,0,0,0,0,0
"Indian Statistical Institute, Kolkata (Id: U-0574)",101,37,0,0,0,0,0,0
"Indian Veterinary Research Institute, Izatnagar (Id: U-0518)",34,16,0,0,0,0,0,0
INDIRA GANDHI DELHI TECHNICAL UNIVERSITY FOR WOMEN (Id: U-0685),0,1502,0,0,0,0,0,0
"Indira Gandhi Institute of Development Research, Mumbai (Id: U-0307)",0,0,0,0,0,0,0,0
"Indira Gandhi Institute of Medical Sciences, Patna (Id: U-0065)",297,359,0,0,0,0,0,0
"Indira Gandhi Krishi Vishwavidyalaya, Raipur (Id: U-0087)",0,0,0,0,0,0,0,0
Indira Gandhi National Open University (Id: U-0104),395161,231907,9074,13581,383,305,0,0
"Indira Gandhi National Tribal University, Amarkantak (Id: U-0290)",881,718,49,43,0,0,34,59
"INDIRA GANDHI UNIVERSITY, MEERPUR (Id: U-0699)",316,102,0,0,0,0,0,0
"Indira Kala Sangit Vishwavidyalaya, Khairagarh (Id: U-0088)",689,585,183,259,0,0,0,0
"Indraprastha Institute of Information Technology, Delhi (Id: U-0105)",1012,206,0,0,0,0,0,0
Indrashil University (Id: U-0922),156,71,0,0,0,0,0,0
"Indus International University, Bathu, Una (Id: U-0185)",241,148,0,0,0,0,0,0
INDUS UNIVERSITY (Id: U-0663),2364,458,0,0,0,0,427,163
"INSTITUTE OF ADVANCED RESEARCH, GANDHINAGAR (Id: U-0771)",169,100,0,0,0,0,0,0
"Institute of Advanced Studies in Education, Churu (Id: U-0396)",340,367,146,14,0,0,63,36
"Institute of Chartered Financial Analysts of India University, Meghalaya (Id: U-0343)",480,248,0,0,0,0,6,3
"INSTITUTE OF CHARTERED FINANCIAL ANALYSTS OF INDIA UNIVERSITY, SOLAN (Id: U-0695)",185,60,0,0,0,0,0,0
"Institute of Chemical Technology, Mumbai (Id: U-0308)",653,324,0,0,0,0,0,0
INSTITUTE OF INFRASTRUCTURE TECHNOLOGY RESEARCH AND MANAGEMENT (IITRAM) (Id: U-0765),585,54,0,0,0,0,0,0
"Institute of Liver and Bilary Sciences, New Delhi (Id: U-0106)",0,0,0,0,0,0,0,0
"Integral University, Lucknow (Id: U-0519)",5720,2551,1526,147,5,5,66,34
"International Institute for Population Sciences, Mumbai (Id: U-0309)",0,0,0,0,0,0,0,0
INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY (Id: U-0970),319,97,0,0,0,0,0,0
"International Institute of Information Technology, Bangalore (Id: U-0221)",0,0,0,0,0,0,342,78
"International Institute of Information Technology, Hyderabad (Id: U-0014)",482,83,0,0,0,0,486,122
"Invertis University, Bareily (Id: U-0520)",1980,897,655,68,0,0,178,138
ISBM University (Id: U-0895),1301,547,532,170,0,0,90,30
"Islamic University of Science & Technology, Pulwama (Id: U-0194)",1431,973,0,0,0,0,45,19
ITM UNIVERSITY (Id: U-0633),927,590,0,0,0,0,0,0
"ITM UNIVERSITY, GWALIOR (Id: U-0648)",2987,927,164,21,0,0,79,28
"ITM VOCATIONAL UNIVERSITY, VADODARA (Id: U-0714)",376,105,303,172,0,0,0,0
"Jadavpur University, Kolkata (Id: U-0575)",5674,1821,0,0,0,0,0,0
"Jagadguru Ramanandacharya Rajasthan Sanskrit University, Jaipur (Id: U-0397)",136,81,0,0,0,0,159,64
Jagadguru Rambhadracharya Handicapped University (Id: U-0521),530,161,0,0,0,0,0,0
"Jagannath University, Jaipur (Id: U-0398)",2011,536,370,22,0,0,60,19
"JAGAN NATH UNIVERSITY, JHAJJAR (Id: U-0721)",909,738,0,0,0,0,0,0
"JAGRAN LAKECITY UNIVERSITY, BHOPAL (Id: U-0727)",956,533,18,6,0,0,201,205
"Jai Narain Vyas University, Jodhpur (Id: U-0399)",12577,6584,0,0,0,0,0,0
"Jain university,Bangalore (Id: U-0223)",6836,3410,0,0,0,0,0,0
"Jain Vishva Bharati Institute, Nagaur (Id: U-0400)",3200,1939,0,0,0,2,0,122
"Jai Prakash Vishwavidyalaya, Chapra (Id: U-0066)",0,0,0,0,0,0,0,0
"Jaipur National University, Jaipur (Id: U-0401)",5701,1538,159,23,0,0,307,168
Jamia Hamdard (Id: U-0107),3166,2179,211,160,11,1,124,183
Jamia Millia Islamia University (Id: U-0108),6316,2977,2217,503,416,179,679,624
"Janardan Rai Nagar Rajasthan Vidyapeeth,  Udaipur (Id: U-0402)",2239,1059,302,60,0,0,369,242
"Jawaharlal Institute of Post Graduate Medical Education & Research, Puducherry (Id: U-0368)",547,485,1,2,0,0,0,0
"Jawaharlal Nehru Centre for Advanced Scientific Research, Banaglore (Id: U-0224)",0,0,0,0,0,0,51,58
"Jawaharlal Nehru Krishi Vishwavidyalaya, Jabalpur (Id: U-0274)",0,0,0,0,0,0,0,0
"Jawaharlal Nehru Technological University, Anantapur (Id: U-0016)",2228,1674,0,0,0,0,0,0
"Jawaharlal Nehru Technological University, Hyderabad (Id: U-0017)",0,0,0,0,0,0,0,0
"Jawaharlal Nehru Technological University, Kakinada (Id: U-0015)",1221,779,0,0,0,0,0,0
Jawahar Lal Nehru University (Id: U-0109),529,379,13,2,140,21,0,0
Jawarharlal Nehru Architecture and Fine Art University Hyderabad (Id: U-0018),1189,911,0,0,0,0,0,0
"Jaypee Institute of Information Technology, Noida (Id: U-0522)",3248,982,0,0,0,0,185,144
"JAYPEE UNIVERSITY, ANOOPSHAHR (Id: U-0792)",359,142,0,0,0,0,0,0
"Jaypee University of Engeenering & Technology, Guna (Id: U-0275)",1092,227,0,0,0,0,0,0
"Jaypee University of Information Technology, Waknaghat, Solan (Id: U-0186)",1264,429,0,0,0,0,0,4
JECRC UNIVERSITY (Id: U-0741),3089,926,0,0,0,0,131,59
JHARKHAND RAI UNIVERSITY (Id: U-0762),684,249,218,21,0,0,0,0
JHARKHAND RAKSHA SHAKTI UNIVERSITY (Id: U-0860),40,36,5,0,56,0,0,0
JIS UNIVERSITY (Id: U-0861),1248,444,154,39,0,0,60,69
"Jiwaji University, Gwalior (Id: U-0276)",3346,1202,0,0,0,0,0,0
JK LAKSHMIPAT UNIVERSITY (Id: U-0657),467,95,0,0,0,0,2,0
JSS ACADEMY OF HIGHER EDUCATION & RESEARCH (Id: U-0222),148,350,0,0,0,0,0,0
JSS Science and Technology University (Id: U-0931),2224,1337,0,0,0,0,0,0
J S University (Id: U-0809),2526,1006,1076,94,0,0,84,45
Junagadh Agricultural University (Id: U-0140),1243,497,387,158,0,0,0,0
"Jyoti Vidyapeeth Women's University, Jaipur (Id: U-0404)",313,503,0,25,0,0,1,256
"Kadi Sarva Vishwavidyalaya, Gandihnagar (Id: U-0141)",6929,4308,0,0,0,0,0,0
"Kakatiya University, Warangal (Id: U-0019)",1128,1105,0,0,0,0,85,99
"Kalasalingam Academy of Research and Higher Education, Srivilliputhrur (Id: U-0458)",4423,1820,0,0,0,0,0,0
"Kalinga Institute of Industrial Technology, Bhubaneswar (Id: U-0356)",12970,6381,0,0,0,0,0,0
"KALINGA UNIVERSITY, RAIPUR (Id: U-0711)",3359,1753,531,82,0,0,0,0
KALOJI NARAYANA RAO UNIVERSITY OF HEALTH SCIENCES (Id: U-0867),4043,7612,0,0,0,0,0,0
"Kalyani University, Kalyani (Id: U-0576)",185,103,0,0,0,0,0,0
"KAMDHENU UNIVERSITY, GANDHINAGAR (Id: U-0706)",0,0,0,0,0,0,0,0
"Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga (Id: U-0067)",3903,2714,0,0,0,0,0,0
"Kannada University, Hampi, Kamalapura (Id: U-0226)",34,30,14,4,0,0,128,92
"Kannur University, Kannur (Id: U-0256)",12890,17608,20,21,285,2214,0,0
"KARNATAKA JANAPADA VISHWAVIDYALAYA, GOTAGODI (Id: U-0659)",0,0,502,54,194,150,0,0
Karnataka Sanskrit University (Id: U-0625),18,15,0,0,0,0,0,0
Karnataka State Dr. Gangubai Hangal Music And Performing Arts University (Id: U-0624),44,79,17,24,0,0,0,0
"Karnataka State Law University, Hubli (Id: U-0227)",200,204,0,0,0,0,0,0
"Karnataka State Open University, Mysore (Id: U-0228)",1979,2080,0,0,0,0,0,0
Karnataka State Rural Development and Panchayat Raj University (Id: U-0887),0,0,0,0,0,0,0,0
"Karnataka State Women University, Bijapur (Id: U-0229)",0,0,0,0,0,0,0,0
"Karnataka University, Dharwad (Id: U-0230)",0,0,0,0,9,15,0,0
"Karnataka Vetrinary, Animal & Fisheries Science University, Nandinagar (Id: U-0231)",0,0,0,0,0,0,0,0
Karnavati University (Id: U-0914),435,911,0,0,0,0,84,94
"Karpagam Academy of Higher Education, Coimbatore (Id: U-0459)",3750,1862,0,0,0,0,0,0
"Karunya Institute of Technology and Sciences, Coimbatore (Id: U-0460)",4675,2002,0,0,0,0,140,57
"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon (Id: U-0320)",442,198,0,0,0,0,57,35
"Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya, Ramtek (Id: U-0310)",147,97,77,98,10,10,0,0
"KAZI NAZRUL UNIVERSITY, ASANSOL (Id: U-0718)",0,0,82,9,0,0,10,4
KAZIRANGA UNIVERSITY (Id: U-0682),883,270,0,0,0,0,228,87
"Kerala Agricultural University, Thrissur (Id: U-0257)",435,1135,5,25,0,0,0,0
"Kerala Kalamandalam, Thrissur (Id: U-0258)",50,122,0,0,0,0,0,0
"Kerala University of Fisheries & Ocean Studies, Kochi (Id: U-0259)",97,249,6,4,0,0,0,0
KERALA UNIVERSITY OF HEALTH AND ALLIED SCIENCES (Id: U-0630),0,0,0,0,107,188,0,0
"Kerala University, Thiruvananthapuram (Id: U-0260)",5121,5773,32,18,20,13,0,0
"Kerala Veterinary & Animal Science University, Wayanad (Id: U-0261)",658,1083,58,74,0,0,0,0
KHALLIKOTE UNIVERSITY (Id: U-0955),0,0,0,0,0,0,0,0
KHWAJA MOINUDDIN CHISHTI URDU ARABI FARSI UNIVERSITY (Id: U-0547),1067,361,56,9,0,0,0,0
KING GEORGE MEDICAL UNIVERSITY (Id: U-0523),1004,565,20,27,0,0,0,0
K K University (Id: U-0919),98,37,353,19,0,0,5,4
"K.L.E. Academy of Higher Education and Research, Belgaum (Id: U-0225)",0,0,9,20,8,13,0,0
KLE TECHNOLOGICAL UNIVERSITY (Id: U-0854),3183,1803,0,0,0,0,0,0
"Kolhan University,  West Singhbhum (Id: U-0206)",0,0,0,0,0,0,0,0
"Koneru Lakshmaiah Education Foundation,Guntur (Id: U-0020)",9744,4449,0,0,0,0,0,0
"Kota University, Kota (Id: U-0387)",216,106,0,0,0,0,0,0
"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh (Id: U-0142)",0,0,0,0,0,0,66,50
KRISHNAGURU ADHYATMIK VISVAVIDYALAYA (Id: U-0980),0,0,0,37,0,0,0,0
"Krishna Institute of Medical Sciences Deemed University, Karad (Id: U-0311)",0,0,0,0,0,0,0,0
"Krishna Kanta Hanidiqui State Open University, Guwahati (Id: U-0054)",29199,16156,76,78,3,9,0,0
"Krishna University, Machhlipattanam (Id: U-0021)",0,0,0,0,0,0,0,0
"K.R. MANGALAM UNIVERSITY, GURGAON (Id: U-0700)",962,381,102,15,0,0,220,128
KUMAR BHASKAR VARMA SANSKRIT AND ANCIENT STUDIES UNIVERSITY (Id: U-0676),0,0,0,0,0,0,0,0
"Kumaun University, Nainital (Id: U-0562)",3787,4287,0,0,0,0,0,0
"Kurukshetra University, Kurukshetra (Id: U-0164)",1126,795,23,32,309,125,0,0
"Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya, Raipur (Id: U-0089)",60,27,0,0,0,0,0,0
"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",6206,4039,0,0,0,0,0,0
"Lakshmibai National Institute of Physical Education, Gwalior (Id: U-0277)",392,166,25,0,0,0,0,0
"LAKULISH YOGA UNIVERSITY, AHMEDABAD (Id: U-0734)",18,93,14,13,0,0,0,0
Lala lajpat Rai University of Veterinary and Animal Sciences (Id: U-0165),288,127,145,16,0,0,0,0
"Lalit Narayan Mithila University, Darbhanga (Id: U-0068)",2918,1749,0,0,0,0,0,0
"Lingaya's University, Faridabad (Id: U-0166)",1361,503,171,13,0,0,85,39
"LNM Institute of Information Technology, Jaipur (Id: U-0405)",1481,300,0,0,0,0,26,9
"Lovely Professional University, Jullunder (Id: U-0379)",26430,7726,904,242,0,0,892,437
"Lucknow University, Lucknow (Id: U-0524)",7220,6127,66,64,94,45,100,102
MADHAV UNIVERSITY (Id: U-0698),3073,483,1104,91,22,1,244,15
"MADHYA PRADESH AYURVIGYAN VISHWAVIDHLAYA, JABALPUR (Id: U-0996)",0,0,0,0,0,0,0,0
"Madras University, Chennai (Id: U-0462)",1875,3440,0,0,0,0,0,0
"Madurai Kamraj University, Madurai (Id: U-0463)",14290,9173,201,167,173,183,131,6
"Magadh University, Bodh Gaya (Id: U-0069)",0,0,0,0,0,0,0,0
MAHAPURUSHA SRIMANTA SANKARADEVA VISWAVIDYALAYA (Id: U-0812),4,9,0,0,0,0,0,0
MAHARAJA AGRASEN UNIVERSITY (Id: U-0671),847,392,99,15,0,0,0,0
"MAHARAJA BIR BIKRAM UNIVERSITY, AGARTALA (Id: U-0839)",20,26,0,0,0,0,0,0
MAHARAJA CHHATRASAL BUNDELKHAND UNIVERSITY (Id: U-0810),19191,20790,0,0,0,0,255,227
"Maharaja Ganga Singh University, Bikaner (Id: U-0406)",145,14,19,5,4,0,0,0
Maharaja Krishnakumarsinhji Bhavnagar University (Id: U-0124),3656,2789,0,0,0,0,0,0
MAHARAJA RANJIT SINGH STATE TECHNICAL UNIVERSITY (Id: U-0811),1401,308,0,0,0,0,0,0
"Maharaja Sayajirao University of Baroda, Vadodara (Id: U-0143)",15314,17379,1752,657,0,0,294,390
MAHARAJA SURAJMAL BRIJ UNIVERSITY (Id: U-0793),21,17,0,0,0,0,0,0
"MAHARAJ VINAYAK GLOBAL UNIVERSITY, JAIPUR (Id: U-0965)",1481,793,95,160,14,12,0,0
"Maharana Pratap University of Agriculture & Technology, Udaipur (Id: U-0407)",1876,679,0,0,0,0,0,0
"Maharashi Markandeshwar University, Solan (Id: U-0187)",302,453,0,0,0,0,0,0
"Maharashtra Animal & Fishery Sciences University, Nagpur (Id: U-0312)",0,0,0,0,0,0,0,0
"Maharashtra Institute of Technology University, of Meghalaya (Id: U-0605)",96,28,0,0,0,0,0,0
"Maharashtra National Law University, Aurangabad (Id: U-0915)",0,0,0,0,0,0,68,45
Maharashtra National Law University Mumbai (Id: U-0886),114,101,0,0,0,0,0,0
"Maharashtra National Law University,Nagpur (Id: U-0880)",153,127,0,0,0,0,0,0
"Maharashtra University of Health Sciences, Nashik (Id: U-0313)",0,0,37,44,0,0,0,0
MAHARISHI ARVIND UNIVERSITY (Id: U-0842),1159,200,110,10,0,0,147,30
"Maharishi Dayanand Saraswati University, Ajmer (Id: U-0408)",57,41,4,10,6,12,0,0
"Maharishi  Mahesh Yogi Vedic Vishwavidyalaya, Jabalpur (Id: U-0280)",1045,397,3294,1438,336,189,2,12
"Maharishi Markandeshwar University, Mullana-Ambala (Id: U-0168)",3848,2529,189,59,0,0,0,0
"MAHARISHI MARKANDESHWAR UNIVERSITY, SADOPUR-AMBALA (Id: U-0641)",782,285,0,0,0,0,0,0
"Maharshi Dayanand University, Rohtak (Id: U-0167)",25945,16092,47,29,109,43,1387,929
"Mahatama Gandhi Antarrashtriya Hindi Vishwavidyalaya, Wardha (Id: U-0314)",1093,615,105,54,75,63,36,47
"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna (Id: U-0282)",39411,29088,264,133,0,0,0,0
"Mahatama Jyotiba Phule Rohikhand University, Bareilly (Id: U-0525)",1599,412,0,0,0,0,0,0
"Mahatma Gandhi Central University, Motihari (Id: U-0835)",294,189,0,0,0,0,0,0
"Mahatma Gandhi Kashi Vidyapeeth, Varanasi (Id: U-0527)",2947,1705,0,0,0,0,0,0
"Mahatma Gandhi University, Kottayam (Id: U-0262)",0,0,27,12,99,85,42,112
"Mahatma Gandhi University, Nalgonda (Id: U-0022)",326,307,0,0,0,0,0,0
"MAHATMA GANDHI UNIVERSITY OF MEDICAL SCIENCES AND TECHNOLOGY, JAIPUR (Id: U-0732)",1019,848,16,0,11,11,0,0
"Mahatma Jyoti Rao Phoole University, Jaipur (Id: U-0409)",1526,1165,349,77,0,0,814,440
"Mahatma Phule Krishi Vidyapeeth, Rahuri (Id: U-0315)",0,0,0,0,0,0,0,0
"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal (Id: U-0283)",173,107,0,0,0,0,0,0
"Malviya National Institute of Technology, Jaipur (Id: U-0410)",2344,595,0,0,0,0,0,0
"Manav Bharti University, Sultanpur, Solan (Id: U-0188)",1810,296,111,9,0,0,0,0
Manav Rachna International Institute of Research & Studies (Id: U-0169),3210,1477,0,0,0,0,0,0
Manav Rachna University (Id: U-0818),926,403,0,0,0,0,137,93
MANDSAUR UNIVERSITY (Id: U-0883),1323,537,267,33,0,0,0,0
"Mangalore University, Mangalore (Id: U-0233)",1145,1461,0,0,0,0,0,0
"Manipal Academy of Higher Education, Manipal (Id: U-0234)",10,35,0,0,0,2,0,0
"MANIPAL UNIVERSITY, JAIPUR (Id: U-0749)",5280,1748,0,0,0,0,0,0
MANIPUR TECHNICAL UNIVERSITY (Id: U-0881),273,90,0,0,0,0,0,0
"Manipur University, Imphal (Id: U-0337)",154,189,22,20,0,0,0,0
MANIPUR UNIVERSITY OF CULTURE (Id: U-0985),205,178,0,0,0,0,0,0
"Manonmaniam Sundaranar University, Tirunelveli (Id: U-0464)",5695,5715,27,19,30,49,201,250
"MANYAWAR SHRI KANSHIRAM JI UNIVERSITY OF AGRICULTURE AND TECHNOLOGY, BANDA (Id: U-0707)",501,21,0,0,0,0,0,0
"Marathwada Agricultural University, Parbhani (Id: U-0316)",0,0,0,0,0,0,0,0
"Martin Luther Christian University, Shillong (Id: U-0340)",380,411,25,89,0,0,0,0
Marwadi University (Id: U-0825),2387,830,442,58,0,0,0,0
"MATS University, Raipur (Id: U-0091)",2563,1300,117,25,0,0,14,5
"Maulana Abul Kalam Azad University of Technology, West Bengal (Id: U-0592)",189,30,0,0,0,0,0,0
"Maulana Azad National Institute of Technology, Bhopal (Id: U-0284)",3135,766,0,0,0,0,0,0
"Maulana Azad National Urdu University, Hyderabad (Id: U-0023)",10350,9586,309,104,71,38,0,0
"MAULANA AZAD UNIVERSITY, JODHPUR (Id: U-0692)",1027,257,130,7,0,0,288,111
"Maulana Mazharul Haque Arabic & Persian University, Patna (Id: U-0070)",16701,13567,409,335,154,28,0,0
MEDI-CAPS UNIVERSITY (Id: U-0834),3000,1100,78,7,0,0,0,0
"Meenakshi Academy of Higher Education and Research, Chennai (Id: U-0465)",1075,2575,17,1,0,0,0,0
"Mewar University, Chittorgarh (Id: U-0411)",604,194,57,43,0,0,0,0
"MGM Institute of Health Sciences, Navi  Mumbai (Id: U-0317)",0,0,0,0,0,0,0,0
"M.G.R. Educational and Research Institute, Chennai (Id: U-0461)",7787,3791,59,46,0,0,0,0
"MIT Art, Design and Technology University, Pune (Id: U-0891)",3162,1547,15,2,4,0,25,38
"Mizoram University, Aizwal (Id: U-0345)",401,152,0,0,0,0,66,44
Mody University of Science and Technology (Id: U-0412),0,1476,0,0,0,0,0,411
"Mohammad Ali Jauhar University, Rampur (Id: U-0529)",966,257,340,91,0,0,0,0
"Mohan Lal Sukhadia University, Uaipur (Id: U-0413)",4098,2447,0,0,0,0,0,0
MONAD UNIVERSITY (Id: U-0644),2022,491,2077,158,0,0,88,19
MOTHERHOOD UNIVERSITY (Id: U-0780),2182,1012,367,25,0,0,285,154
"Mother Teresa Women's University, Kodaikanal (Id: U-0466)",0,436,0,0,0,239,0,0
"Motilal Nehru National Institute of Technology, Allahabad (Id: U-0530)",2785,408,0,0,0,0,0,0
"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",72111,43287,0,0,0,0,0,0
"M.S. RAMAIAH UNIVERSITY OF APPLIED SCIENCES, BANGALORE (Id: U-0724)",2461,1145,0,0,0,0,0,0
MUNGER UNIVERSITY (Id: U-0975),0,0,0,0,0,0,0,0
"M V N University, Palwal (Id: U-0742)",693,182,104,15,0,0,100,20
"Mysore University, Mysore (Id: U-0235)",90,63,18,15,0,0,0,0
Nagaland University (Id: U-0347),318,232,0,0,0,0,0,0
"Nalanda Open University, Patna (Id: U-0071)",4809,2597,0,0,0,0,0,0
NALANDA UNIVERSITY (Id: U-0710),0,0,0,0,246,48,0,0
"Nanaji Deshmukh Pashu Chikitsa Vigyan Vishwavidalaya, Jabalpur (Id: U-0279)",0,0,0,0,0,0,0,0
"Narendra Deo University of Agriculture & Technology, Faizabad (Id: U-0531)",1121,192,0,0,0,0,0,0
