Institution,UgMale,UgFemale,DMale,FemaleD,CMale,CFemale,IMale,IFemale
"The Enlightened College of Physical Education, Jhunir (Id: C-56813)",301,92,25,14,0,0,0,0
"The Enlightened Degree College, Jhunir (Id: C-56814)",355,270,17,2,0,0,0,0
"THE ERODE COLLEGE OF PHARMACY (Inst. Code - 058), ERODE (Id: C-45586)",145,66,52,33,0,0,0,0
"THE EYE FOUNDATION (Inst. Code - 420), COIMBATORE (Id: C-45563)",0,0,0,0,5,1,0,0
The foundation for medical research (Id: C-33732),0,0,0,0,0,0,0,0
THE FUTURE COMPUTER SCIENCE COLLEGE - KESHOD (Id: C-14058),65,56,0,0,0,0,0,0
THE GOLDEN GLEAMS FIRST GRADE COLLEGE CHICKBALLAPUR (Id: C-57361),29,31,0,0,0,0,0,0
"THE GRADUATE SCHOOL COLLEGE FOR WOMEN, JAMSHEDPUR (Id: C-43558)",0,5452,0,0,0,0,0,0
THE GREAT RAMSWAROOP PRIKASH KUMARI MEMORIAL DEGREE COLLEGE AMARIA (Id: C-57438),138,205,0,0,0,0,0,0
The Gurukul College (Id: C-57809),10,17,0,0,0,0,0,0
The Gurunanak Vidyak Societys College of Arts Science and Commerce Panjabi Colony Guru Tegh Bahadur Nagar Sion East Mumbai  400 037 (Id: C-33889),1336,1685,0,0,0,0,0,0
The Heritage Academy 213 (Id: C-6289),455,280,0,0,0,0,0,0
THE HERITAGE COLLEGE (Id: C-61202),288,301,0,0,0,0,0,0
THE HINDU COLLEGE (Id: C-25289),325,137,0,0,0,0,0,0
THE HINDU COLLEGE - MBA (Id: C-25311),0,0,0,0,0,0,0,0
THE HNSB LTD SCIENCE COLLEGE MOTIPURA (Id: C-6760),495,386,0,0,0,0,0,0
THE HOMOEOPATHIC COLLEGE AND HOSPITAL OF MIHIJAM (Id: C-48605),94,64,0,0,0,0,0,0
"The Idar Nagrik Sahkari Bank ltd.(INSB) Institute of Information Technology and Management Studies (BCA)  & Arvalli College of Computer Higher Education (PGDCA) College, Idar (Id: C-6802)",41,40,0,0,0,0,0,0
"The Ideal Fine Arts Institute, Gulbarga (Id: C-26656)",0,0,30,11,0,0,0,0
THE IDEAL TEACHERS TRAINING ACADEMY (Id: C-59619),37,82,0,0,0,0,0,0
The Indian Agriculture College (Id: C-59044),59,93,0,0,0,0,0,0
The Indian College of Arts and Draftsmanship (Id: C-44803),260,162,0,0,0,0,0,0
THE INSTITUTE FOR ACADEMIC EXCELLENCE (Id: C-48327),97,103,116,80,0,0,0,0
"The Institute of Education Onkarmal Somani College of Education, Kuvempunagar (Id: C-17380)",20,65,0,0,0,0,0,0
"The Institute of Mathematical Sciences (IMSc),chennai (Id: C-39252)",0,0,0,0,0,0,0,0
"THE INSTITUTE OF NEUROLOGICAL SCIENCES, THE VOLUNTARY HEALTH SCIENCES (Inst. Code - 425) , CHENNAI (Id: C-45491)",0,0,0,0,0,0,0,0
The Institute of Science  Fort Mumbai  400 032 (Id: C-33790),0,0,0,0,0,0,0,0
"Theivanai Ammal College for Women,(Autonomous),Chennai-Trichy Trunk Road,605 401 (Id: C-36433)",0,2326,0,0,0,0,0,0
"The Janseva Shikshan Mandal's Shantarambhau Gholap Arts, Science and Gotirambhau Pawar Commerce College Shivale Tal. - Murbad, Dist. Thane- 421 401 (Id: C-33791)",777,746,0,0,0,0,0,0
The J B Sawant Education SocietysTikambhai Metha Commerce College At & Post  Mangaon  Dist Raigad  402 104 (Id: C-33812),109,94,0,0,0,0,0,0
THEJUS COLLEGE OF ATCHITECTURE (Id: C-52027),71,89,0,0,0,0,0,0
"THEJUS ENGINEERING COLLEGE, ERUMAPPETTI (Id: C-8185)",799,489,0,0,0,0,0,0
"THE KANDIVALI EDCUATION SOCIETYâ??S LAW COLLEGE, MUMBAI SUBURBAN (Id: C-45205)",0,10,0,0,0,0,0,6
The Kandivli Education Societys Bhanumati Kishandas Shroff of Arts andMaganlal Hargovinddas Shroff College of Commerce   Shantilal Modi Road Kandivli  West  Mumbai  400 067 (Id: C-33579),2337,2687,0,0,0,0,0,0
The Karnataka College of Nursing (Id: C-40124),40,257,7,12,0,0,0,0
THE KAVERY ARTS AND SCIENCE COLLEGE FOR WOMEN (Id: C-59057),0,279,0,0,0,0,0,0
The Kavery College of Education (Id: C-14504),29,157,0,0,0,0,0,0
The Kavery College of Education for Women (Id: C-14953),0,41,0,0,0,0,0,0
The Kavery College of Engineering (Id: C-37040),406,50,0,0,0,0,0,0
The Kavery Engineering College (Id: C-36948),1249,477,0,0,0,0,0,0
The Kelkar Education Trusts Vinayak Ganesh Vaze College of Arts Science and Commerce Mithagar Road Mulund East Mumbai  400 081 (Id: C-33651),1332,2375,0,0,0,0,0,0
THE KINGDOM COLLEGE (Id: C-60806),33,19,0,0,0,0,0,0
THE KNSB LTD ARTS & COMMERCE COLLEGE KHERALU (Id: C-6774),1400,806,0,0,0,0,0,0
The Konkan Gyanpeeths Uran College of   Commerce and Arts Near Tahisil Office  Uran Tal Uran  Dist Raigad 400 702 (Id: C-34145),450,494,0,0,0,0,0,0
The Konkan Muslim Education Societys G M Momin Womenss College Rais High School Campus Thana Road Bhiwandi  Dist Thane 421 302 (Id: C-34122),0,1379,0,0,0,0,0,0
The K. P. E. S. science College (Id: C-55684),60,75,0,0,0,0,0,0
"The Lakshmi Venkatesh T.G Physiotheraphy College, Kurnool (Id: C-30444)",61,170,0,0,0,0,0,0
"The Law College, Cuttack (Id: C-39655)",284,71,0,0,0,0,130,76
Thellar College of Education (Id: C-14905),18,71,0,0,0,0,0,0
"THE MADRAS MEDICAL MISSION, (Inst. Code - 415), CHENNAI (Id: C-49020)",0,0,0,0,0,0,0,0
THE MADRAS SANSKRIT COLLEGE AND SSV PATASALA (Id: C-44003),40,16,0,0,0,0,0,0
The Mahemdabad Education Society B. Ed. College (Id: C-6009),51,45,0,0,0,0,0,0
The Mandvi Education Society B. B. A. College (Id: C-621),51,68,0,0,0,0,0,0
The Mandvi Education Society B. C. A. College (Id: C-528),75,82,0,0,0,0,0,0
"The Mandvi Education Society Institute of Business Management and Computer Studies,Mandvi,(812)Di-Surat(SFI) (Id: C-313)",0,0,0,0,0,0,0,0
THE MANDVI EDUCATION SOCIETY INSTITUTE OF COMPUTER STUDIES (563) (Id: C-47925),0,0,0,0,0,0,0,0
The Mandvi Education Society Science College (Id: C-49854),140,188,0,0,0,0,0,0
"The M.D.T. Hindu College, Pettai, Tirunelveli - 627 008 (Id: C-41206)",954,297,0,0,0,0,0,0
The Mothers Degree College for Women (Id: C-25763),0,92,0,0,0,0,0,0
"THE MRINALINI  COLLEGE, HRORA, SAHARNPUR (Id: C-28842)",56,103,0,0,0,0,0,0
THE NAVKONKAN EDUCATION SOCIETYS INSTITUTE OF MANAGEMENT STUDIES (Id: C-56361),0,0,0,0,0,0,0,0
"The New College,Shivaji Peth (Id: C-11112)",1510,2065,0,0,0,0,0,0
"The New Education Institute, Nashik Late Sou. Ratnaprabha Prabhakar Vaishampayan Arts, Commerce & Science Night College, Off.Nashik District Court, Nashik 422002 (Id: C-41682)",202,58,0,0,0,0,0,0
THE NEW PROGRESSIVE COLLEGE TEACHERS EDUCATION (Id: C-6703),79,109,0,0,0,0,0,0
THE NEW PROGRESSIVE COLL OF EDUCATION (MED) (Id: C-6832),0,0,0,0,0,0,0,0
THENI COLLEGE OF ARTS SCIENCE (Id: C-36536),917,304,60,0,0,0,0,0
"THENI GOVERNMENT MEDICAL COLLEGE, COLLEGE OF NURSING, (Ins. Code - 615), Theni (Id: C-51900)",18,162,0,0,0,0,0,0
"THENI GOVERNMENT MEDICAL COLLEGE (Inst. Code - 240), THENI (Id: C-47558)",192,294,37,208,41,122,0,0
"Theni Kamavar Sangam College of Technology, Theni (Id: C-26802)",510,289,0,0,0,0,0,0
THENI KAMMAVAR SANGAM COLLEGE OF ARTS & SCIENCE (Id: C-36576),894,921,0,0,0,0,0,0
Theni Kammavar Sangam College of Education (Id: C-14562),21,178,0,0,0,0,0,0
"THE NOBLE  B.ED. COLLEGE, KHERWARA (Id: C-40034)",115,72,0,0,0,0,0,0
"Theophilus College of Nursing, MGDM Hospital, Kangazha, Devagiri P.O.  Kottayam- 686 555 (Id: C-11762)",8,101,0,0,0,0,0,0
"The Oxford College of Business Management,  No.32, 19th Main Road, 17th B Cross, Sector-4, HSR Layout, Bangalore -560 102 (Id: C-20844)",1002,352,0,0,0,0,0,0
THE OXFORD COLLEGE OF EDUCATION (Id: C-59215),67,52,99,101,0,0,0,0
THE OXFORD COLLEGE OF EDUCATION (Id: C-56553),79,104,0,0,0,0,0,0
"The Oxford College of Education, 1st Phase, J.P. Nagar, Bangalore -78. (Id: C-21213)",5,36,0,0,0,0,0,0
"The Oxford College of Hotel Management, J.P. Nagar, Ist Stage, Banaglore-78 (Id: C-20817)",137,15,0,0,0,0,0,0
"The Oxford College of Law, Bangalore (Id: C-9857)",40,42,0,0,0,0,49,47
The Oxford College of Nursing (Id: C-40573),71,184,0,0,0,0,0,0
The Oxford College of Physiotherapy (Id: C-40570),82,174,0,0,0,0,0,0
"The Oxford College of Science, No.32, 19th Main Road, 17th B Cross, Sector-4, HSR Layout, Bangalore -560 102 (Id: C-21074)",960,912,0,0,0,0,0,0
The Oxford Dental College (Id: C-40321),79,213,0,0,0,0,0,0
The Oxford Medical College Hospital  Research Center (Id: C-53597),201,248,0,0,0,0,0,0
"The Patidar Jin Science College, Bardoli (Id: C-525)",356,381,0,0,0,0,0,0
"The Pharmaceutical College (TPC), Barapali (Id: C-30141)",172,74,128,49,0,0,0,0
"The Poona Gujrati Kelwani Mandals H.V.Desai Senior College of Arts, Science & Commerce ,Budhawar Peth,Pune 2 (Id: C-41829)",1381,1470,0,0,0,0,0,0
"The Prinicipal M.B.G.Govt College, Pojewal (Id: C-29263)",107,108,0,0,0,0,0,0
THE PROGRESS DEGREE COLLEGE FOR WOMEN (Id: C-48799),0,608,0,0,0,0,0,0
The Rajaas Engineering Colleges (Id: C-27069),316,128,0,0,0,0,0,0
"The Regency College of Education, No.51/1, AMS Layout, Vidyaranyapura,Bangalore-560 097. (Id: C-21072)",23,169,0,0,0,0,0,0
"The Royal Group of Colleges, Borawal (Id: C-51491)",681,319,0,0,0,0,0,0
The Royal Higher Education Societys College of Arts  Science and Commerce  Ismail M Kanga Educational Campus  Shrishti Housing Complex  Kashimira  Mira Road  Near Dahisar Checknaka  Dist Thane (Id: C-33752),310,1051,0,0,0,0,0,0
"THE SALVATION ARMY CATHERINE BOOTH COLLEGE OF NURSING (Inst. Code - 544), NAGERCOIL (Id: C-47574)",30,166,0,0,0,0,0,0
The Sandipani Shikshan Mahavidyalay (Id: C-6008),57,143,0,0,0,0,0,0
"The Sarvajanik Shikshan Sanstha's Adv. V. B. Deshpande College of Commerce (Night), Mulund (W), Mumbai  400 080 (Id: C-33780)",161,103,0,0,0,0,0,0
"The Shetkari Shikshan Mandals Padma Vasantdada Patil Institute of Technology, Bavdhan Khurd,Pune 38 (Id: C-41818)",1562,335,0,0,0,0,0,0
"THE SHRAMIK VIDHYRATHI DNYANSEVA SANSTHA AMDAR DEEPAKBHAI KESARKAR SCIENCE COLLEGE, SINDHUDURG (Id: C-45227)",56,78,0,0,0,0,0,0
"The Siruguppa Education Societys B E Ramaiyya Arts and Commerce for Women, Bellary Road, Siruguppa (Id: C-50620)",0,412,0,0,0,0,0,0
THE SNS BANK LTD MAHILA ARTS COLLEGE MEHTAPURA (Id: C-6775),0,298,0,0,0,0,0,0
The South Indian Assosciation (Regd.) The S.I.A. College of Higher Eduction Plot 88 MIDC Residential Ares Dombivli (E) (Id: C-33947),643,688,0,0,0,0,0,0
The South Indian Education Societys College of Commerce and Economics  Plot No 71   72  Sion Matunga Estate  Sion East  Mumbai  400 022 (Id: C-33945),1139,1333,0,0,0,0,0,0
"The Techno School (TTS), Bhubaneswar (Id: C-30178)",326,47,178,62,0,0,0,0
"The Thassim Beevi Abdul Kadar College for Women, Kilakarai (Id: C-28515)",0,954,0,208,0,145,0,0
"THE VITS POLYTECHNIC, SATNA (Id: C-59152)",0,0,535,23,0,0,0,0
"The Yash Foundations College of Nursing & Medical Research Institute, Mirjole, Ratnagiri (Id: C-13977)",13,158,6,125,0,0,0,0
"TH. HAR NARAYAN SINGH DEGREE COLLEGE, KARAILA BAGH, (Id: C-12337)",2069,1148,0,0,0,0,0,0
THIAGARAJAR COLLEGE (Id: C-36513),1800,1773,0,0,0,0,0,0
Thiagarajar College of Education (Id: C-14523),27,59,0,0,0,0,0,0
"Thiagarajar College of Engineering, Madurai (Id: C-26794)",1894,1485,0,0,0,0,0,0
"Thiagarajar College of Preceptors, (Aided) (Id: C-14516)",57,273,0,0,0,0,0,0
THIAGARAJAR SCHOOL OF MANAGEMENT (Id: C-36557),0,0,0,0,0,0,0,0
THIAGI THARMAKKAN AMIRTHAM COLLEGE OF ARTS AND SCIENCE (Id: C-47506),310,621,0,0,0,0,0,0
Th. Ibotombi Institute of Teachers' Training Education (Id: C-9418),49,51,0,0,0,0,0,0
"THIRAVIAM COLLEGE OF ARTS & SCIENCE FOR WOMEN, PERIYAKULAM  (Id: C-47864)",0,850,0,0,0,0,0,0
Thiraviam College of Education (Id: C-14981),0,160,0,0,0,0,0,0
"THIRAVIAM COLLEGE OF  NURSING (Inst. Code - 343), MOUNT JERUSALEM, THENI (Id: C-47514)",0,200,0,0,0,0,0,0
"THIRAVIUM PARA MEDICAL COLLEGE (Inst. Code - 629), THENI (Id: C-51897)",0,25,0,0,0,0,0,0
"Thiru. A.Govindasamy Govt.Arts College,Tindivanam-604 001 (Id: C-36389)",1568,1229,0,0,0,0,0,0
"THIRUHRUDAYA COLLEGE OF NURSING, NAGAMPADAM,KOTTAYAM (Id: C-55134)",1,158,0,0,0,0,0,0
"Thiru Kolanchiyappar Govt.Arts College,Virudachalam-606001 (Id: C-36429)",1157,2270,0,0,0,0,0,0
"Thirumala College of Medical Lab Technology, Nizamabad (Id: C-30695)",57,41,0,0,0,0,0,0
"Thirumala College of Nursing, Armoor (Id: C-30678)",45,203,0,0,0,0,0,0
Thirumala college of Pharmacy (Id: C-19633),95,169,0,0,0,0,0,0
"Thirumala College of Physiotherapy, Nizamabad (Id: C-30491)",69,90,0,0,0,0,0,0
Thirumalai Engineering College (Id: C-16513),264,153,0,0,0,0,0,0
THIRUMALAI SRINIVASA COLLEGE OF EDUCATION (Id: C-57089),44,156,0,0,0,0,0,0
Thirumal College of Education (Id: C-14577),26,129,0,0,0,0,0,0
THIRUMURUGAN ARTS AND SCIENCE COLLEGE (Id: C-43920),0,935,0,0,0,0,0,0
THIRUTHANGAL NADAR COLLEGE (Id: C-43935),533,391,0,0,0,0,0,0
"Thiruvalla Medical Mission College of Nursing, Anjilithanam. P.O, Kaviyoor, Thiruvalla, - 689 582 (Id: C-11560)",1,195,0,0,0,0,0,0
"Thiruvalluvar Arts &Science College,Kurinjipadp-607 302 (Id: C-36449)",785,490,0,0,0,0,0,0
"THIRUVALLUVAR COLLEGE OF ARTS AND  SCIENCE FOR WOMEN, MADURAI (Id: C-45946)",0,853,0,0,0,0,0,0
Thiruvalluvar College of Education for Women (Id: C-14927),0,387,0,0,0,0,0,0
Thiruvalluvar College of Engineering and Technology (Id: C-16507),885,690,0,0,0,0,0,0
"Thiruvalluvar College, Papanasam, V.K.Puram - 627 425 (Id: C-41158)",492,849,0,0,0,0,0,0
Thiruvalluvar Government Arts College (Id: C-9557),1355,881,0,0,0,0,0,0
"THIRUVALLUVAR NURSING INSTITUTION (Inst. Code - 600), THIRUVALLUR (Id: C-49103)",0,0,0,36,0,0,0,0
"Thiruvalluvar University college of Arts &Science ,E.V.N.Govt.Boys Higher SEcondary School,Krishanagiri Road,Gazhanayeganpatti,Tirupattur Taluk,Tirupattur-635 901aGd, (Id: C-36420)",1007,714,0,0,0,0,0,0
"Thiruvalluvar University College of Arts &SCience,Panchayat Union Middle School,Kacharapalayam Road, Kallakuruchi-606 202 (Id: C-36351)",685,854,0,0,0,0,0,0
"Thiruvalluvar University College of Arts & Science ,Thennangur Village,Vandavasi Taluk-604 408 (Id: C-36364)",512,513,0,0,0,0,0,0
"Thiruvalluvar University College of Arts &Science,Thiruvannainallur,Tirukoilur-607 203 (Id: C-36380)",1286,1262,0,0,0,0,0,0
THIRUVALLUVAR UNIVERSITY MODEL CONSTITUENT COLLEGE OF ARTS AND SCIENCE (Id: C-56094),429,775,0,0,0,0,0,0
"Thiruvalluvar University PG Extension Centre ,Arignar Anna Govt.Arts College Campus (Id: C-36355)",0,0,0,0,0,0,0,0
"THIRUVARUR GOVERNMENT MEDICAL COLLEGE AND HOSPITAL (Inst. Code - 400), THIRUVARUR (Id: C-45775)",229,271,0,0,0,0,0,0
"Thiru. Vi. Ka. Government Arts College, Thiruvarur - 610 003. (Id: C-35822)",388,664,0,0,0,0,0,0
Thiyagi Dharmakkan Amirtham  College of Education (Id: C-14877),9,171,0,0,0,0,0,0
"TH. JAGESHWAR SINGH MANMOHAN SINGH MAHAVIDYALAYA, SARAULI, KHAGA, (Id: C-12320)",180,107,0,0,0,0,0,0
TH. JAINARAIN SINGH MAMORIAL DEGREE COLLEGE (Id: C-48922),558,770,0,0,0,0,0,0
"Thomas Cangon Teachers Training College, Radhe Krishna Puram, Chokha Road, Jodhpur (Id: C-37164)",153,42,0,0,0,0,0,0
Thomas Jones Synod College (Id: C-16321),409,687,0,0,0,0,0,0
Thong Nokbe College (Id: C-26445),698,796,0,0,0,0,0,0
"THOOTHUKUDI GOVERNMENT MEDICAL COLLEGE (Inst. Code - 160), THOOTHUKUDI (Id: C-45917)",340,385,0,0,0,0,0,0
Thotakura RamaKotaiah College of Education (Id: C-39239),16,84,0,0,0,0,0,0
Thoubal College (Id: C-9371),1111,207,0,0,0,0,0,0
"THOUHID WOMEN'S COLLEGE OF COMMERCE, GANGOLLI, KUNDAPURA (Id: C-49348)",0,113,0,0,0,0,0,0
T.H.P Institute of Research & Rehabilitation for the Mentally Handicapped (Id: C-25950),7,47,0,0,0,0,0,0
Th.Rajendra Singh Mahavidhyalaya (Id: C-54823),149,95,0,0,0,0,0,0
"TH RAJESH SINGH MAHAVIDHAYALYA, PANCHAVALI ROAD (Id: C-47912)",1656,972,0,0,0,0,0,0
"TH. TEJ SINGH DEGREE COLLEGE, AGRA (Id: C-15446)",337,144,0,0,0,0,0,0
"THUNCHAN MEMORIAL GOVT. COLLEGE, TIRUR (Id: C-8130)",151,529,0,0,0,0,0,0
"Thushara Degree College, H.No. 2-5-639, Subedari, Hanamkonda (Id: C-27527)",199,66,0,0,0,0,0,0
THUVARAGA COLLEGE OF EDUCATION (Id: C-56171),24,128,0,0,0,0,0,0
"TH. YUGRAJ SINGH MAHAVIDYALAYA, (Id: C-12161)",1312,485,0,0,0,0,0,0
"TH. YUGRAJ SINGH VIDHI MAHAVIDYALAYA, G.T. ROAD, (Id: C-12327)",212,105,0,0,0,0,14,7
Tihidi Degree College (Id: C-21379),314,661,0,0,0,0,0,0
Tihu College (Id: C-17299),1066,1131,0,0,0,0,0,0
"TIKADAS MAHARAJ BALIKA DEGREE COLLEGE, UNNAO (Id: C-51165)",0,351,0,0,0,0,0,0
"TIKAIT H B S G MAHAVIDYALAYA, RAEBARELI (Id: C-51594)",81,91,0,0,0,0,0,0
"TIKA RAM KANYA MAHAVIDYALAYA,ALIGARH (Id: C-15265)",0,2632,0,0,0,0,0,0
Tikaram Yadav Memorial College (Id: C-22510),421,459,0,0,0,0,0,0
"Tilak Ayurved Mahavidyalaya, Pune (Id: C-13915)",172,382,0,0,0,0,0,0
"Tilakdhari Mahila Mahavidyalaya, Jaunpur (Id: C-16137)",0,760,0,0,0,0,0,0
"Tilakdhari Snatkottar Mahavidyalaya, Jaunpur (Id: C-16038)",0,0,0,0,0,0,0,0
Tilak Education Society J. K. College of Science & Commerce at Plot No.22 Ghansoli Navi Mumbai 400 705 (Id: C-33884),569,300,0,0,0,0,0,0
Tilak Education Societys College of Arts & Commerce  Plot No 131 Sector 28  Vashi  Navi Mumbai 400 705 (Id: C-33644),620,659,0,0,0,0,0,0
Tilak Education Societys Sharada Kurup College of Education  Plot No.22 Sector 5 Ghansoli Navi Mumbai (Id: C-33968),14,96,0,0,0,0,0,0
Tilak Education Societys S K  College of Science & Commerce  At Nerul New Mumbai (Id: C-34131),900,750,0,0,0,0,0,0
TILAK INSTITUTE OF MEDICAL SCIENCES (Id: C-54990),88,14,0,0,0,0,0,0
"Tilak PG College, Jaipur (Id: C-38841)",1874,453,0,0,0,0,0,0
"Tilak Raj Chadha Institute of  Management & Technology, (Id: C-10644)",277,226,0,0,0,0,0,0
"TILAK RAM SAINI GIRLS DEGREE COLLEGE, OPP. AIR FORCE STATION, SARSAWA, SAHARANPUR (Id: C-28649)",130,70,0,0,0,0,0,0
"Tilak TT College for Women, Jaipur (Id: C-39047)",0,352,0,0,0,0,0,0
"TIM COLLEGE OF TEACHER EDUCATION, NADAPURAM (Id: C-8101)",17,183,0,0,0,0,0,0
"Times College, Choupra Khurd, Damoh (Id: C-19202)",272,213,0,0,0,0,0,0
TIMES COLLEGE OF COMPUTER AND INFORMATION TECH. DAMOH (Id: C-31161),42,10,48,34,0,0,0,0
Times College of Education Damoh (Id: C-19150),76,122,0,0,0,0,0,0
Times Mahila Shiksha Mahavidhiyalaya (Id: C-36825),0,185,0,0,0,0,0,0
Times Sanskrit TT College (Id: C-26583),2,2,0,0,0,0,0,0
Tingkhong College P.O Tingkhong- 786612 (Id: C-8361),403,438,0,0,0,0,0,0
Tinsukia College P.O. Tinsukia-786125 (Id: C-8454),1685,931,0,0,0,0,0,0
Tinsukia Commerce College P.O.Tinsukia-786125 (Id: C-8438),433,418,0,0,0,0,0,0
Tinsukia Law College. Tinsukia (Id: C-8365),84,88,0,0,0,0,0,0
"Tippu Sulthan First Grade College, Ombathukere P.O. Ullal-574159 (Id: C-16984)",133,53,0,0,0,0,0,0
TIPS COLLEGE OF ARTS AND SCIENCE (Id: C-60411),15,15,0,0,0,0,0,0
Tipu Sultan Unani Medical College & Hospital (Id: C-40425),155,123,0,0,0,0,0,0
"Tirhut College of Agricultural ,Dholi (Id: C-10241)",115,93,0,0,0,0,0,0
Tirot Sing Memorial College (Id: C-16323),215,306,0,0,0,0,0,0
"Tirpude Institute of Management Education, Civil Lines (Id: C-18383)",607,372,0,0,0,0,0,0
"Tirpude Social Work College, Sadar (Id: C-18222)",60,85,0,0,0,0,0,0
"Tiruamala College of Nursing, Vizianagaram (Id: C-30322)",30,93,0,0,0,0,0,0
"Tirukkoilur College of Arts &Science (co-ed) No.282,Asanur Road,Sandapet,Thirukkoilur-605 757 (Id: C-36442)",585,500,0,0,0,0,0,0
"Tirumala College of Commerce & Business Management, Machohalli, Magadi Road, Badagrama Post, Bangalore -91 (Id: C-20803)",82,70,0,0,0,0,0,0
Tirumala Engineering College (Id: C-19520),669,222,0,0,0,0,0,0
"Tirumala Engineering College, Jonnalagadda(Post), Narasaraopet, PIN-522601(CC-NE) (Id: C-18162)",1075,827,0,0,0,0,0,0
"Tirunelveli Dakshina Mara Nadar Sangam College, T.Kallikulam - 627 113, Tirunelveli Dist (Id: C-41208)",567,1540,0,0,0,0,0,0
"TIRUNELVELI MEDICAL COLLEGE (Inst. Code - 008), TIRUNELVELI (Id: C-47556)",0,0,0,0,0,0,0,0
"Tirupaati College of TEchnical Edu., Jaipur (Id: C-38805)",437,131,0,0,0,0,0,0
"Tirupati Arts Commerce and Science, Lakandoor (Id: C-18275)",0,0,0,0,0,0,0,0
"Tirupati Arts Commerce Science College, Kitali (Id: C-18867)",0,0,0,0,0,0,0,0
TIRUPATI BALAJI KANYA MAHAVIDHALAYAY (Id: C-56480),0,124,0,0,0,0,0,0
"Tirupati College of Education, Sardulgarh Road, Ratia (Id: C-22451)",110,277,37,61,0,0,0,0
Tirupati College of Technical Education (Id: C-25230),0,0,0,0,0,0,0,0
"Tirupati Teachers College, Arjuni (Id: C-18228)",3,5,0,0,0,0,0,0
"Tirupattur  Arts and Science College,SalaiNagar,VaniyambadiRoad,Tirupattur-635 506 (Id: C-36388)",169,99,0,0,0,0,0,0
Tirupur Kumaran College for Women (Id: C-41131),0,2266,0,0,0,0,0,0
"TIT College, Anand Nagar, PB No. 24, Post Piplani, BHEL, Bhopal - 462021 (Id: C-35947)",1311,167,0,0,0,0,0,0
"""TIT College of Pharmacy, Anand Nagar, Infront of Hathaikheda Dem, P.B. No. 24, Piplani, BHEL, Bhopal 462021"" (Id: C-36214)",337,63,0,0,0,0,0,0
TIT COMPUTER INSTITUTE KURWAI (Id: C-54786),0,0,2,0,0,0,0,0
"T.I.T.(Technological Institute of Textiles, MBA) Bhiwani (Id: C-28110)",0,0,0,0,0,0,0,0
"Titus II Teachers College, Thiruvalla 689 101 (Id: C-11749)",12,86,0,0,0,0,0,0
"Tivarinath Sanskrit Mahavidyalaya, Nainitaal Road (Id: C-20425)",33,1,0,0,0,0,0,0
T.J. Institute of Technology (Id: C-16617),43,13,0,0,0,0,0,0
"T. John College, No.80/1, Gottigere Post, Bannergatta Road, Bangalore-83 (Id: C-20910)",847,214,0,0,0,0,0,0
T. John College of Nursing (Id: C-40537),61,126,0,0,0,0,0,0
T. John College of Pharmacy (Id: C-40207),266,118,42,18,0,0,0,0
"T John Institute of Management and Science, Banerghatta Road, Bangalore -83 (Id: C-20846)",79,41,0,0,0,0,0,0
"T. John Institute of Technology, BANGALORE (Id: C-1285)",647,492,0,0,0,0,0,0
T.J.P.S. College (Id: C-32708),1203,178,0,0,0,0,0,0
T.J.S. Engineering College (Id: C-16619),713,319,0,0,0,0,0,0
"T.K.Madhava Memorial College, Nangiarkulangara (Id: C-43605)",399,788,0,0,0,0,0,0
"T.K.M.College of Arts and Science, Kollam (Id: C-43738)",448,1068,0,0,0,0,0,0
"TKM College of Engineering , Kollam (Id: C-43683)",2334,1152,0,0,0,0,0,0
"TKM Institute of Management, Karuvelil, Kollam (Id: C-43715)",0,0,0,0,0,0,0,0
T.K.M.Institute of Technology (Id: C-9463),570,493,0,0,0,0,0,0
"TKM SCHOOL OF ARCHITECTURE, KARUVELIL, KOLLAM (Id: C-49986)",86,87,0,0,0,0,0,0
T.K. Raja College of Education (Id: C-14625),13,40,0,0,0,0,0,0
TKR College of Engineering & Technology (Id: C-19714),2053,992,0,0,0,0,0,0
TKR Institute of Management & Science (Id: C-25807),0,0,0,0,0,0,0,0
"TMAE College of Education, Harapanahalli (Id: C-42249)",21,67,0,0,0,0,0,0
TMAE Samsthes College of Physical Education Haveri. (Id: C-35473),39,8,0,0,0,0,0,0
T M A E s Ayurvedic Medical College (Id: C-40170),24,11,0,0,0,0,0,0
TMAE’s  Ayurvedic Medical College (Id: C-40358),150,120,0,0,0,0,0,0
"TMAEs College of Education, Ijari Lakamapur, PB Road, Haveri (Id: C-35614)",48,144,0,0,0,0,0,0
"TMAE Society's College of Education, Gangavathi - 583 227. (Id: C-8537)",64,126,0,0,0,0,0,0
TMC COMPUTER EDUCATION (Id: C-53708),0,0,77,58,0,0,0,0
TMC Muncipal Arts & Commerce College Laxmeshwar.Tq: Shirahatti (Id: C-35521),42,96,0,0,0,0,0,0
TMG COLLEGE OF ARTS AND SCIENCE (Id: C-43958),926,714,0,0,0,0,0,0
T M SHAH MAHILA ARTS COLLEGE IDAR (Id: C-6761),0,424,0,0,0,0,0,0
"T.M.S. INSTITUTE OF PROFESSIONAL STUDIES, SHEOPUR (Id: C-60657)",0,0,0,0,0,0,57,46
TMSS College of Management (Id: C-25590),0,0,0,0,0,0,0,0
TMSS Degree College for Women (Id: C-25714),0,393,0,0,0,0,0,0
"T.N.A. Teachers Training College, Harigaon, Bhojpur (Id: C-36590)",113,60,0,0,0,0,0,0
